arch_config,gpu latency,cpu latency
"{'wid': None, 'ks': [5, 5, 7, 3, 5, 5, 3, 5, 5, 3, 3, 5, 7, 7, 5, 5, 3, 7, 3, 7], 'e': [3, 3, 4, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 6, 6, 4, 4, 6], 'd': [2, 3, 2, 2, 3], 'r': [208]}",13.39,35.82
"{'wid': None, 'ks': [7, 3, 3, 3, 3, 5, 3, 5, 3, 7, 5, 5, 3, 3, 5, 7, 7, 7, 3, 7], 'e': [3, 6, 3, 4, 3, 3, 3, 4, 4, 6, 3, 6, 4, 4, 4, 4, 4, 6, 4, 6], 'd': [2, 3, 4, 2, 2], 'r': [192]}",14.51,38.94
"{'wid': None, 'ks': [5, 3, 3, 3, 5, 5, 7, 7, 7, 5, 5, 5, 3, 5, 7, 7, 3, 7, 7, 3], 'e': [3, 3, 4, 6, 4, 6, 4, 3, 6, 3, 4, 6, 3, 6, 3, 4, 3, 6, 4, 4], 'd': [4, 3, 4, 3, 3], 'r': [224]}",14.69,51.78
"{'wid': None, 'ks': [3, 7, 3, 5, 5, 5, 7, 7, 7, 7, 7, 3, 3, 5, 3, 3, 5, 5, 5, 3], 'e': [6, 6, 4, 3, 6, 3, 3, 3, 3, 4, 6, 4, 6, 6, 6, 3, 3, 3, 4, 4], 'd': [3, 4, 2, 4, 4], 'r': [176]}",15.94,44.37
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 5, 5, 5, 5, 7, 3, 5, 5, 3, 3, 3, 7, 3, 5, 5], 'e': [6, 3, 3, 4, 6, 3, 3, 3, 6, 6, 3, 6, 6, 6, 4, 6, 4, 4, 4, 4], 'd': [2, 3, 3, 3, 4], 'r': [208]}",14.51,46.96
"{'wid': None, 'ks': [5, 7, 5, 3, 3, 5, 7, 5, 7, 3, 7, 3, 7, 5, 3, 7, 5, 5, 5, 5], 'e': [6, 3, 3, 3, 4, 6, 3, 3, 3, 6, 3, 3, 4, 4, 6, 4, 6, 6, 3, 4], 'd': [2, 2, 2, 3, 2], 'r': [224]}",10.63,40.5
"{'wid': None, 'ks': [7, 7, 7, 3, 7, 7, 3, 7, 3, 5, 5, 3, 7, 3, 5, 7, 3, 7, 3, 3], 'e': [3, 3, 6, 6, 4, 4, 3, 3, 3, 4, 6, 4, 3, 4, 4, 6, 3, 6, 3, 4], 'd': [2, 2, 2, 3, 2], 'r': [208]}",10.74,36.65
"{'wid': None, 'ks': [7, 5, 3, 7, 3, 3, 7, 3, 3, 7, 5, 7, 3, 7, 5, 7, 3, 3, 7, 3], 'e': [6, 4, 6, 4, 6, 3, 3, 3, 6, 6, 3, 3, 3, 4, 3, 3, 4, 3, 6, 4], 'd': [2, 2, 2, 4, 4], 'r': [224]}",13.67,46.59
"{'wid': None, 'ks': [7, 7, 5, 7, 3, 3, 5, 7, 7, 7, 3, 3, 7, 7, 5, 5, 3, 3, 3, 3], 'e': [6, 4, 4, 6, 3, 6, 6, 6, 4, 3, 4, 4, 4, 4, 6, 4, 4, 4, 3, 3], 'd': [2, 3, 4, 4, 4], 'r': [208]}",16.31,48.24
"{'wid': None, 'ks': [5, 5, 7, 5, 7, 7, 5, 5, 7, 5, 5, 3, 5, 7, 3, 7, 3, 3, 7, 3], 'e': [3, 3, 3, 6, 6, 4, 6, 6, 3, 4, 4, 6, 4, 3, 3, 4, 4, 3, 3, 4], 'd': [2, 2, 3, 2, 3], 'r': [224]}",11.68,36.2
"{'wid': None, 'ks': [5, 5, 3, 5, 7, 7, 3, 3, 7, 5, 5, 7, 3, 7, 3, 3, 5, 7, 7, 5], 'e': [6, 3, 4, 3, 6, 3, 6, 3, 6, 6, 4, 4, 6, 4, 6, 4, 6, 4, 4, 3], 'd': [4, 4, 2, 2, 2], 'r': [160]}",12.56,34.71
"{'wid': None, 'ks': [3, 3, 3, 5, 3, 5, 5, 3, 3, 5, 3, 7, 3, 7, 5, 7, 5, 7, 3, 7], 'e': [4, 3, 3, 3, 6, 3, 3, 3, 6, 3, 3, 4, 4, 3, 6, 4, 6, 6, 6, 4], 'd': [4, 4, 2, 3, 4], 'r': [192]}",17.94,47.88
"{'wid': None, 'ks': [5, 3, 3, 3, 3, 7, 3, 3, 3, 7, 3, 7, 5, 7, 5, 7, 7, 5, 7, 7], 'e': [3, 3, 3, 6, 4, 6, 4, 3, 6, 6, 3, 3, 6, 6, 6, 4, 6, 4, 3, 3], 'd': [4, 2, 3, 3, 3], 'r': [160]}",13.18,36.18
"{'wid': None, 'ks': [5, 7, 7, 5, 5, 3, 3, 5, 5, 5, 3, 7, 3, 5, 3, 3, 3, 7, 7, 7], 'e': [3, 4, 3, 4, 6, 6, 6, 6, 4, 6, 6, 3, 4, 6, 3, 4, 6, 3, 4, 3], 'd': [3, 2, 4, 2, 3], 'r': [224]}",12.39,44.29
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 3, 3, 5, 5, 5, 3, 7, 3, 3, 5, 5, 3, 3, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 6, 3, 4, 3, 6, 3, 4, 6, 4, 6], 'd': [3, 4, 2, 2, 2], 'r': [208]}",11.68,36.6
"{'wid': None, 'ks': [5, 7, 5, 3, 3, 3, 7, 7, 5, 3, 7, 5, 3, 5, 7, 5, 5, 5, 3, 3], 'e': [3, 4, 6, 3, 6, 4, 4, 6, 6, 3, 6, 3, 4, 6, 4, 3, 6, 3, 3, 6], 'd': [3, 2, 3, 4, 4], 'r': [208]}",15.44,47.18
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 7, 3, 7, 5, 3, 3, 5, 5, 5, 3, 3, 3, 7, 7, 5], 'e': [6, 6, 3, 3, 3, 6, 3, 4, 4, 4, 4, 3, 4, 4, 6, 6, 6, 6, 6, 4], 'd': [4, 2, 2, 4, 3], 'r': [192]}",13.21,45.87
"{'wid': None, 'ks': [3, 5, 3, 7, 3, 5, 7, 3, 3, 3, 7, 5, 5, 3, 3, 5, 5, 7, 5, 7], 'e': [6, 3, 6, 6, 6, 3, 6, 6, 4, 4, 4, 3, 6, 4, 3, 4, 6, 4, 4, 3], 'd': [4, 4, 3, 2, 3], 'r': [176]}",13.97,41.58
"{'wid': None, 'ks': [5, 5, 5, 7, 5, 5, 7, 5, 5, 5, 3, 3, 3, 5, 7, 5, 5, 7, 5, 5], 'e': [3, 4, 3, 4, 4, 3, 3, 6, 4, 4, 3, 4, 4, 3, 6, 3, 3, 4, 6, 6], 'd': [2, 2, 2, 3, 4], 'r': [192]}",13.48,37.53
"{'wid': None, 'ks': [7, 5, 7, 7, 3, 7, 7, 3, 3, 7, 7, 5, 5, 5, 7, 7, 3, 5, 3, 3], 'e': [3, 6, 3, 6, 3, 6, 3, 6, 6, 4, 3, 4, 4, 6, 6, 4, 3, 3, 6, 6], 'd': [4, 3, 4, 3, 4], 'r': [176]}",21.37,52.95
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 5, 7, 7, 7, 5, 5, 3, 3, 3, 5, 3, 3, 5, 5, 7], 'e': [6, 3, 3, 4, 6, 6, 6, 6, 6, 4, 3, 6, 4, 6, 6, 4, 6, 6, 6, 4], 'd': [4, 2, 2, 3, 2], 'r': [208]}",11.73,44.58
"{'wid': None, 'ks': [3, 5, 5, 5, 5, 7, 7, 5, 5, 7, 7, 3, 7, 5, 5, 3, 5, 3, 3, 5], 'e': [6, 6, 4, 3, 6, 4, 3, 4, 3, 4, 3, 3, 4, 6, 4, 6, 3, 3, 6, 4], 'd': [4, 3, 2, 3, 4], 'r': [192]}",14.45,44.54
"{'wid': None, 'ks': [3, 7, 5, 7, 5, 3, 5, 3, 7, 5, 7, 3, 5, 5, 7, 3, 7, 3, 7, 5], 'e': [4, 4, 6, 4, 4, 6, 4, 4, 6, 3, 6, 4, 6, 6, 6, 6, 3, 4, 4, 4], 'd': [3, 4, 3, 3, 3], 'r': [208]}",14.8,47.11
"{'wid': None, 'ks': [7, 7, 3, 3, 3, 5, 3, 5, 5, 7, 3, 5, 5, 3, 5, 3, 7, 5, 7, 7], 'e': [3, 6, 4, 4, 3, 6, 6, 6, 4, 4, 6, 3, 4, 3, 3, 6, 3, 4, 6, 3], 'd': [3, 4, 2, 2, 3], 'r': [176]}",13.08,39.56
"{'wid': None, 'ks': [7, 7, 3, 3, 7, 3, 5, 7, 5, 7, 7, 7, 7, 7, 3, 7, 3, 7, 3, 5], 'e': [6, 3, 6, 6, 3, 6, 3, 4, 4, 6, 3, 6, 3, 6, 6, 3, 6, 3, 6, 6], 'd': [3, 3, 2, 4, 2], 'r': [192]}",12.86,41.62
"{'wid': None, 'ks': [3, 7, 3, 3, 3, 3, 7, 7, 7, 5, 7, 5, 3, 5, 7, 7, 5, 5, 3, 3], 'e': [6, 3, 3, 4, 4, 6, 3, 6, 3, 4, 3, 6, 3, 4, 3, 4, 3, 4, 3, 4], 'd': [4, 4, 4, 3, 2], 'r': [224]}",14.34,51.16
"{'wid': None, 'ks': [5, 7, 3, 7, 7, 5, 5, 5, 5, 7, 5, 3, 5, 7, 3, 3, 3, 7, 3, 3], 'e': [6, 3, 3, 4, 4, 3, 6, 4, 3, 4, 4, 4, 4, 6, 4, 6, 6, 4, 4, 6], 'd': [2, 3, 4, 4, 2], 'r': [224]}",16.85,55.77
"{'wid': None, 'ks': [3, 3, 3, 7, 5, 3, 5, 5, 3, 3, 7, 3, 3, 3, 5, 3, 3, 7, 7, 3], 'e': [4, 4, 3, 3, 6, 4, 6, 4, 6, 4, 4, 4, 6, 6, 3, 4, 3, 6, 3, 3], 'd': [3, 2, 2, 4, 2], 'r': [224]}",12.11,42.59
"{'wid': None, 'ks': [5, 5, 3, 3, 7, 7, 5, 7, 3, 5, 3, 7, 3, 7, 7, 7, 7, 7, 7, 5], 'e': [4, 3, 3, 3, 3, 4, 4, 3, 3, 6, 3, 3, 6, 6, 4, 4, 3, 6, 3, 3], 'd': [4, 4, 4, 3, 4], 'r': [208]}",17.23,51.56
"{'wid': None, 'ks': [3, 5, 5, 7, 3, 5, 5, 3, 3, 3, 7, 5, 7, 5, 5, 5, 3, 7, 3, 5], 'e': [3, 6, 4, 4, 3, 3, 3, 4, 3, 3, 4, 4, 3, 3, 3, 4, 6, 6, 4, 3], 'd': [4, 3, 3, 4, 2], 'r': [160]}",14.03,36.27
"{'wid': None, 'ks': [5, 5, 3, 3, 7, 3, 7, 7, 5, 7, 3, 5, 3, 5, 3, 5, 7, 3, 7, 5], 'e': [3, 3, 6, 6, 4, 3, 6, 3, 4, 6, 3, 4, 4, 6, 4, 4, 6, 3, 4, 6], 'd': [2, 4, 2, 2, 4], 'r': [224]}",16.58,46.0
"{'wid': None, 'ks': [3, 3, 3, 5, 7, 5, 3, 3, 7, 3, 5, 3, 3, 5, 3, 5, 5, 7, 5, 7], 'e': [6, 6, 3, 3, 3, 4, 4, 4, 3, 3, 6, 6, 3, 6, 6, 6, 3, 4, 4, 6], 'd': [2, 2, 3, 4, 3], 'r': [176]}",15.1,42.85
"{'wid': None, 'ks': [5, 3, 7, 7, 7, 3, 3, 3, 3, 5, 7, 3, 3, 5, 3, 5, 3, 7, 5, 7], 'e': [3, 4, 6, 6, 6, 4, 4, 6, 6, 4, 4, 6, 6, 4, 6, 3, 6, 4, 4, 3], 'd': [3, 3, 4, 3, 4], 'r': [192]}",15.36,44.17
"{'wid': None, 'ks': [3, 7, 7, 5, 5, 7, 3, 5, 3, 7, 3, 3, 5, 7, 3, 5, 5, 5, 5, 5], 'e': [6, 6, 4, 4, 4, 4, 3, 6, 3, 4, 6, 3, 6, 3, 6, 4, 6, 3, 6, 4], 'd': [4, 2, 3, 4, 4], 'r': [160]}",18.29,44.79
"{'wid': None, 'ks': [5, 5, 3, 3, 7, 5, 3, 3, 3, 5, 7, 5, 7, 3, 5, 7, 7, 3, 7, 7], 'e': [6, 3, 6, 3, 3, 3, 6, 3, 6, 3, 6, 6, 6, 6, 6, 3, 3, 4, 3, 3], 'd': [4, 3, 3, 3, 2], 'r': [224]}",15.04,52.5
"{'wid': None, 'ks': [3, 5, 3, 5, 3, 5, 3, 5, 5, 3, 5, 3, 7, 3, 7, 7, 3, 7, 5, 5], 'e': [3, 3, 4, 6, 6, 6, 6, 6, 6, 4, 3, 6, 3, 6, 3, 6, 3, 4, 3, 6], 'd': [2, 2, 4, 3, 3], 'r': [192]}",13.24,36.63
"{'wid': None, 'ks': [3, 7, 5, 7, 3, 3, 7, 3, 5, 5, 5, 7, 3, 3, 7, 5, 5, 7, 7, 3], 'e': [6, 4, 6, 3, 3, 6, 6, 3, 4, 3, 4, 6, 3, 3, 3, 6, 3, 6, 4, 3], 'd': [2, 3, 2, 3, 2], 'r': [224]}",12.38,45.31
"{'wid': None, 'ks': [5, 5, 3, 5, 7, 5, 5, 7, 7, 3, 5, 3, 5, 7, 7, 7, 7, 5, 7, 7], 'e': [3, 6, 6, 3, 4, 6, 3, 6, 4, 3, 3, 4, 6, 4, 3, 4, 6, 6, 6, 4], 'd': [3, 4, 4, 4, 2], 'r': [176]}",16.8,43.84
"{'wid': None, 'ks': [7, 5, 3, 7, 5, 3, 7, 5, 5, 3, 7, 3, 5, 5, 5, 5, 3, 7, 7, 5], 'e': [6, 4, 6, 4, 4, 4, 3, 4, 6, 4, 3, 6, 4, 4, 3, 4, 3, 6, 4, 6], 'd': [2, 2, 4, 2, 2], 'r': [224]}",11.0,40.67
"{'wid': None, 'ks': [7, 5, 3, 7, 5, 7, 3, 5, 5, 5, 3, 7, 3, 5, 7, 3, 5, 7, 7, 3], 'e': [3, 3, 4, 3, 3, 4, 6, 6, 3, 4, 6, 6, 6, 3, 6, 6, 3, 4, 3, 4], 'd': [4, 3, 3, 2, 3], 'r': [192]}",13.61,39.53
"{'wid': None, 'ks': [5, 3, 3, 7, 5, 5, 7, 3, 3, 3, 3, 3, 3, 7, 5, 3, 5, 7, 3, 5], 'e': [3, 6, 4, 4, 4, 4, 4, 4, 4, 3, 6, 3, 4, 6, 6, 4, 6, 6, 4, 4], 'd': [4, 3, 3, 4, 3], 'r': [192]}",20.64,54.28
"{'wid': None, 'ks': [3, 3, 5, 7, 3, 7, 3, 7, 3, 5, 5, 3, 3, 3, 3, 3, 5, 7, 3, 7], 'e': [6, 4, 6, 6, 6, 4, 3, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3, 3, 6, 3], 'd': [3, 2, 3, 2, 3], 'r': [224]}",12.49,46.68
"{'wid': None, 'ks': [5, 3, 3, 3, 3, 7, 5, 5, 5, 5, 5, 7, 5, 5, 7, 7, 3, 5, 5, 3], 'e': [3, 3, 6, 6, 4, 3, 4, 6, 6, 4, 6, 3, 3, 6, 4, 6, 6, 3, 6, 6], 'd': [2, 2, 3, 2, 3], 'r': [176]}",12.16,32.26
"{'wid': None, 'ks': [7, 3, 5, 3, 3, 5, 3, 5, 5, 3, 5, 7, 3, 5, 7, 3, 7, 7, 3, 5], 'e': [4, 6, 3, 6, 3, 4, 4, 6, 3, 3, 3, 3, 3, 6, 3, 3, 4, 4, 4, 4], 'd': [4, 4, 3, 4, 2], 'r': [160]}",14.81,36.93
"{'wid': None, 'ks': [7, 7, 5, 7, 3, 7, 5, 7, 3, 7, 3, 5, 5, 5, 7, 5, 3, 3, 5, 3], 'e': [3, 4, 6, 4, 6, 6, 6, 3, 6, 6, 3, 3, 4, 4, 3, 6, 4, 3, 6, 6], 'd': [4, 4, 4, 2, 2], 'r': [160]}",13.62,37.44
"{'wid': None, 'ks': [5, 5, 7, 5, 5, 7, 7, 5, 5, 5, 5, 7, 7, 7, 3, 7, 7, 5, 7, 7], 'e': [6, 4, 4, 3, 3, 4, 3, 4, 4, 3, 6, 6, 4, 6, 4, 6, 3, 6, 6, 3], 'd': [3, 4, 4, 2, 2], 'r': [224]}",16.29,49.89
"{'wid': None, 'ks': [7, 3, 3, 7, 5, 7, 5, 7, 3, 5, 7, 7, 7, 7, 5, 7, 7, 7, 5, 5], 'e': [4, 6, 3, 6, 3, 3, 3, 3, 6, 3, 3, 4, 6, 6, 4, 3, 6, 4, 3, 6], 'd': [3, 2, 2, 2, 3], 'r': [160]}",11.03,29.35
"{'wid': None, 'ks': [5, 3, 5, 3, 3, 5, 7, 7, 3, 7, 7, 5, 3, 3, 7, 5, 5, 5, 3, 3], 'e': [6, 6, 6, 6, 3, 4, 3, 6, 6, 3, 3, 3, 4, 6, 4, 6, 6, 3, 6, 6], 'd': [4, 4, 3, 3, 4], 'r': [208]}",16.93,60.25
"{'wid': None, 'ks': [3, 7, 3, 7, 5, 3, 5, 7, 3, 7, 3, 5, 7, 3, 5, 7, 3, 7, 3, 7], 'e': [6, 6, 6, 3, 3, 3, 3, 3, 4, 4, 4, 4, 6, 4, 3, 6, 3, 4, 6, 6], 'd': [2, 2, 4, 3, 4], 'r': [160]}",13.87,36.48
"{'wid': None, 'ks': [5, 3, 3, 5, 3, 7, 7, 7, 7, 7, 5, 7, 5, 3, 5, 7, 7, 7, 7, 5], 'e': [6, 4, 3, 3, 4, 6, 6, 4, 4, 4, 6, 4, 3, 4, 6, 4, 4, 4, 6, 3], 'd': [3, 3, 2, 4, 3], 'r': [224]}",14.27,49.88
"{'wid': None, 'ks': [7, 3, 5, 5, 3, 7, 5, 3, 3, 7, 5, 5, 7, 3, 3, 5, 7, 7, 5, 5], 'e': [6, 4, 6, 6, 4, 6, 4, 4, 6, 3, 6, 6, 6, 6, 3, 3, 4, 6, 4, 6], 'd': [2, 4, 3, 3, 3], 'r': [192]}",17.27,48.9
"{'wid': None, 'ks': [5, 7, 7, 7, 3, 5, 7, 5, 5, 7, 7, 7, 3, 3, 7, 3, 7, 3, 7, 3], 'e': [4, 3, 4, 4, 4, 4, 4, 6, 4, 4, 3, 4, 6, 4, 6, 4, 4, 4, 6, 4], 'd': [2, 4, 3, 4, 2], 'r': [176]}",13.82,36.93
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 7, 7, 7, 7, 7, 3, 3, 7, 3, 7, 5, 7, 7, 3, 3], 'e': [6, 6, 6, 4, 6, 3, 3, 6, 6, 6, 4, 4, 4, 6, 6, 4, 6, 6, 4, 3], 'd': [3, 2, 4, 2, 4], 'r': [192]}",14.05,44.06
"{'wid': None, 'ks': [5, 5, 3, 3, 7, 7, 3, 7, 3, 7, 5, 7, 5, 7, 3, 7, 3, 5, 7, 3], 'e': [6, 6, 3, 6, 6, 3, 3, 4, 3, 3, 4, 4, 6, 4, 3, 4, 3, 6, 6, 4], 'd': [4, 4, 2, 2, 2], 'r': [208]}",14.92,47.87
"{'wid': None, 'ks': [5, 7, 7, 3, 5, 7, 7, 3, 5, 3, 7, 7, 7, 7, 7, 7, 7, 5, 5, 7], 'e': [3, 6, 3, 4, 6, 6, 3, 3, 6, 3, 3, 6, 4, 3, 4, 3, 4, 6, 6, 3], 'd': [4, 2, 4, 3, 3], 'r': [192]}",16.81,47.24
"{'wid': None, 'ks': [3, 7, 5, 5, 3, 3, 5, 5, 5, 7, 3, 7, 3, 3, 3, 3, 5, 7, 5, 3], 'e': [3, 4, 6, 3, 4, 6, 3, 3, 4, 4, 4, 6, 3, 3, 4, 4, 6, 3, 3, 4], 'd': [2, 3, 3, 2, 2], 'r': [208]}",14.42,36.21
"{'wid': None, 'ks': [7, 7, 7, 3, 5, 3, 3, 7, 5, 5, 7, 5, 7, 7, 5, 7, 3, 3, 3, 3], 'e': [3, 4, 3, 6, 4, 3, 4, 4, 4, 4, 3, 6, 4, 6, 3, 4, 6, 3, 6, 3], 'd': [4, 4, 2, 2, 2], 'r': [224]}",12.58,45.68
"{'wid': None, 'ks': [3, 5, 7, 3, 3, 5, 7, 3, 5, 3, 5, 7, 7, 3, 7, 5, 5, 5, 7, 5], 'e': [4, 3, 3, 6, 4, 3, 3, 4, 4, 3, 3, 3, 4, 6, 6, 6, 6, 4, 4, 3], 'd': [2, 3, 4, 3, 4], 'r': [160]}",14.59,35.37
"{'wid': None, 'ks': [5, 5, 5, 3, 3, 3, 7, 3, 5, 5, 3, 5, 7, 7, 7, 7, 3, 3, 7, 3], 'e': [6, 3, 4, 6, 4, 3, 3, 4, 6, 4, 6, 6, 4, 3, 3, 4, 4, 4, 3, 4], 'd': [2, 4, 2, 2, 4], 'r': [208]}",22.56,52.25
"{'wid': None, 'ks': [3, 7, 5, 3, 7, 3, 7, 5, 5, 7, 5, 7, 3, 5, 5, 7, 7, 3, 7, 7], 'e': [3, 3, 4, 4, 6, 4, 4, 4, 6, 4, 4, 4, 3, 6, 3, 3, 3, 3, 4, 3], 'd': [3, 4, 4, 4, 4], 'r': [176]}",23.62,53.62
"{'wid': None, 'ks': [7, 5, 3, 7, 3, 7, 3, 5, 7, 5, 3, 5, 7, 5, 5, 3, 3, 7, 5, 5], 'e': [4, 6, 6, 3, 4, 3, 6, 3, 4, 4, 6, 6, 3, 4, 6, 3, 3, 3, 4, 4], 'd': [3, 3, 2, 3, 3], 'r': [160]}",14.21,35.37
"{'wid': None, 'ks': [5, 3, 5, 5, 7, 3, 7, 7, 3, 7, 5, 7, 7, 3, 7, 3, 7, 7, 7, 7], 'e': [3, 6, 3, 3, 3, 4, 4, 6, 4, 6, 3, 3, 4, 4, 6, 3, 4, 4, 6, 3], 'd': [2, 3, 4, 2, 4], 'r': [192]}",14.55,43.63
"{'wid': None, 'ks': [3, 5, 3, 3, 3, 7, 5, 5, 3, 5, 5, 7, 5, 7, 7, 7, 7, 7, 5, 7], 'e': [3, 6, 3, 6, 3, 3, 3, 3, 4, 4, 4, 3, 6, 6, 3, 6, 3, 3, 4, 4], 'd': [4, 2, 3, 2, 2], 'r': [208]}",11.12,38.66
"{'wid': None, 'ks': [5, 7, 7, 7, 7, 3, 5, 3, 5, 7, 7, 3, 3, 7, 7, 7, 7, 7, 3, 7], 'e': [6, 3, 6, 6, 6, 3, 6, 4, 4, 4, 4, 3, 4, 3, 4, 6, 4, 4, 6, 6], 'd': [3, 3, 4, 3, 2], 'r': [208]}",13.34,45.47
"{'wid': None, 'ks': [7, 5, 5, 7, 3, 3, 3, 3, 3, 3, 3, 5, 7, 3, 3, 5, 7, 3, 3, 5], 'e': [4, 4, 4, 4, 4, 4, 4, 3, 3, 6, 6, 6, 4, 4, 6, 6, 6, 4, 3, 6], 'd': [2, 2, 4, 3, 3], 'r': [160]}",17.07,37.3
"{'wid': None, 'ks': [3, 5, 5, 3, 3, 5, 3, 5, 3, 3, 7, 5, 3, 3, 7, 5, 7, 5, 7, 3], 'e': [3, 6, 6, 4, 3, 4, 6, 6, 4, 4, 4, 4, 4, 6, 6, 6, 4, 4, 3, 6], 'd': [3, 4, 4, 3, 3], 'r': [160]}",15.5,38.22
"{'wid': None, 'ks': [5, 3, 3, 3, 5, 5, 5, 7, 3, 7, 7, 5, 3, 3, 7, 7, 3, 3, 3, 7], 'e': [3, 6, 3, 4, 3, 3, 6, 3, 6, 3, 6, 3, 4, 4, 6, 6, 4, 6, 3, 4], 'd': [2, 2, 4, 2, 2], 'r': [192]}",11.75,33.74
"{'wid': None, 'ks': [5, 7, 5, 3, 5, 7, 7, 7, 7, 5, 7, 5, 3, 3, 7, 5, 7, 5, 5, 3], 'e': [6, 6, 6, 3, 3, 3, 4, 6, 4, 6, 6, 4, 4, 6, 3, 3, 3, 4, 3, 4], 'd': [3, 4, 3, 2, 2], 'r': [160]}",15.11,37.12
"{'wid': None, 'ks': [3, 5, 7, 7, 7, 5, 7, 5, 7, 5, 5, 7, 5, 5, 5, 5, 3, 7, 3, 7], 'e': [6, 3, 3, 6, 3, 4, 3, 6, 4, 3, 6, 6, 4, 6, 4, 6, 3, 4, 3, 4], 'd': [2, 2, 3, 4, 4], 'r': [176]}",20.44,47.78
"{'wid': None, 'ks': [7, 7, 7, 5, 5, 7, 5, 3, 5, 7, 5, 3, 7, 5, 7, 3, 5, 3, 5, 3], 'e': [3, 4, 6, 6, 6, 4, 6, 3, 4, 3, 4, 4, 3, 4, 3, 3, 6, 4, 6, 3], 'd': [2, 3, 4, 2, 3], 'r': [224]}",12.82,42.25
"{'wid': None, 'ks': [7, 7, 7, 7, 7, 5, 3, 5, 3, 3, 3, 5, 7, 5, 7, 7, 7, 7, 7, 5], 'e': [3, 3, 4, 4, 6, 3, 3, 3, 3, 3, 6, 4, 3, 6, 6, 4, 4, 3, 4, 4], 'd': [3, 2, 4, 4, 3], 'r': [208]}",14.91,43.81
"{'wid': None, 'ks': [3, 5, 7, 7, 7, 7, 7, 3, 5, 5, 5, 7, 5, 5, 3, 3, 5, 3, 3, 3], 'e': [6, 4, 4, 3, 3, 3, 3, 3, 3, 6, 6, 6, 4, 6, 4, 4, 3, 6, 6, 6], 'd': [3, 4, 3, 2, 2], 'r': [208]}",13.03,43.22
"{'wid': None, 'ks': [5, 5, 5, 3, 5, 5, 5, 7, 3, 7, 7, 3, 7, 3, 7, 5, 3, 3, 7, 5], 'e': [3, 6, 4, 3, 4, 6, 6, 4, 3, 3, 3, 3, 4, 6, 6, 4, 6, 3, 6, 6], 'd': [4, 4, 4, 2, 3], 'r': [192]}",15.53,47.59
"{'wid': None, 'ks': [3, 7, 3, 7, 5, 3, 3, 3, 7, 3, 5, 5, 7, 7, 5, 7, 3, 7, 7, 3], 'e': [6, 4, 4, 6, 3, 3, 6, 6, 6, 3, 6, 4, 4, 4, 3, 4, 4, 6, 3, 6], 'd': [2, 2, 2, 4, 4], 'r': [176]}",18.12,43.29
"{'wid': None, 'ks': [3, 7, 5, 3, 7, 5, 7, 5, 3, 5, 7, 3, 7, 7, 3, 5, 3, 7, 7, 3], 'e': [6, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 4, 4, 3, 4, 3, 3, 6, 3, 4], 'd': [2, 3, 4, 2, 2], 'r': [208]}",11.92,38.31
"{'wid': None, 'ks': [5, 3, 7, 5, 7, 3, 7, 3, 5, 7, 7, 7, 7, 5, 7, 3, 3, 3, 5, 5], 'e': [3, 4, 6, 6, 3, 6, 4, 6, 6, 4, 4, 3, 3, 4, 6, 3, 6, 4, 6, 4], 'd': [3, 4, 2, 2, 3], 'r': [192]}",13.33,42.99
"{'wid': None, 'ks': [7, 5, 3, 3, 7, 5, 7, 7, 5, 7, 5, 3, 5, 3, 5, 5, 3, 5, 7, 3], 'e': [3, 3, 4, 6, 4, 6, 6, 3, 4, 6, 4, 3, 3, 4, 6, 6, 6, 3, 4, 4], 'd': [3, 2, 3, 3, 2], 'r': [192]}",13.83,39.04
"{'wid': None, 'ks': [3, 3, 3, 7, 5, 7, 5, 7, 7, 7, 5, 5, 5, 5, 5, 3, 5, 7, 7, 3], 'e': [3, 4, 4, 4, 4, 6, 4, 4, 4, 3, 3, 6, 6, 3, 6, 3, 3, 4, 4, 6], 'd': [3, 4, 4, 4, 3], 'r': [224]}",19.93,53.98
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 5, 3, 3, 5, 5, 7, 3, 3, 5, 5, 5, 5, 5, 7, 5], 'e': [4, 4, 6, 3, 4, 4, 4, 3, 4, 6, 4, 3, 4, 4, 3, 6, 4, 3, 4, 4], 'd': [2, 2, 4, 2, 2], 'r': [224]}",11.4,37.01
"{'wid': None, 'ks': [3, 3, 7, 7, 7, 5, 3, 5, 3, 5, 3, 7, 7, 5, 5, 7, 7, 7, 7, 3], 'e': [3, 6, 4, 6, 3, 6, 6, 6, 6, 3, 3, 6, 4, 6, 6, 4, 4, 4, 4, 4], 'd': [3, 2, 4, 3, 3], 'r': [160]}",14.09,37.67
