arch_config,gpu latency,cpu latency
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 7, 7, 5, 7, 7, 5, 5, 7, 5, 7, 5, 3, 7, 7, 3], 'e': [6, 6, 3, 3, 4, 6, 4, 4, 6, 3, 6, 3, 3, 4, 6, 4, 6, 3, 3, 3], 'd': [3, 2, 4, 3, 4], 'r': [192]}",14.59,43.01
"{'wid': None, 'ks': [3, 5, 3, 3, 5, 7, 3, 3, 5, 5, 3, 3, 7, 3, 7, 7, 3, 5, 3, 3], 'e': [3, 6, 3, 6, 4, 3, 6, 3, 4, 3, 3, 6, 6, 3, 6, 3, 4, 6, 4, 3], 'd': [4, 2, 2, 4, 3], 'r': [208]}",14.84,46.85
"{'wid': None, 'ks': [3, 5, 5, 3, 5, 7, 5, 7, 3, 5, 3, 7, 5, 5, 3, 5, 3, 7, 7, 3], 'e': [6, 4, 4, 4, 4, 4, 3, 3, 4, 6, 4, 3, 3, 4, 3, 6, 4, 4, 3, 6], 'd': [3, 2, 2, 3, 4], 'r': [160]}",17.98,39.5
"{'wid': None, 'ks': [7, 5, 5, 5, 7, 3, 7, 7, 7, 5, 5, 7, 3, 5, 5, 3, 5, 5, 7, 7], 'e': [6, 3, 3, 4, 3, 4, 6, 6, 6, 3, 3, 6, 6, 6, 4, 3, 4, 3, 4, 6], 'd': [2, 2, 3, 3, 2], 'r': [224]}",11.3,39.48
"{'wid': None, 'ks': [3, 7, 7, 3, 3, 5, 7, 7, 7, 7, 3, 5, 7, 7, 7, 3, 5, 5, 3, 3], 'e': [4, 3, 6, 3, 3, 4, 3, 3, 6, 4, 6, 4, 4, 6, 4, 3, 6, 3, 4, 3], 'd': [4, 3, 4, 4, 3], 'r': [176]}",15.93,42.38
"{'wid': None, 'ks': [7, 7, 5, 5, 5, 5, 7, 5, 3, 5, 7, 7, 3, 5, 3, 5, 5, 7, 5, 5], 'e': [3, 3, 6, 3, 3, 4, 4, 6, 6, 6, 3, 6, 4, 3, 6, 6, 4, 3, 6, 4], 'd': [2, 2, 4, 3, 4], 'r': [208]}",14.79,42.73
"{'wid': None, 'ks': [7, 3, 7, 5, 3, 5, 5, 3, 5, 7, 7, 3, 5, 7, 7, 5, 3, 5, 3, 7], 'e': [6, 3, 4, 3, 3, 3, 6, 6, 4, 6, 3, 3, 3, 4, 4, 6, 3, 4, 3, 3], 'd': [4, 4, 3, 4, 2], 'r': [160]}",18.75,43.85
"{'wid': None, 'ks': [7, 5, 5, 5, 7, 5, 5, 3, 7, 3, 3, 5, 5, 7, 7, 5, 5, 3, 5, 5], 'e': [6, 6, 6, 6, 3, 3, 6, 4, 3, 4, 3, 3, 6, 4, 3, 4, 3, 6, 4, 3], 'd': [4, 3, 4, 2, 2], 'r': [192]}",17.29,50.18
"{'wid': None, 'ks': [3, 7, 3, 5, 7, 5, 5, 3, 5, 7, 3, 7, 5, 3, 3, 7, 3, 7, 7, 5], 'e': [4, 4, 4, 3, 6, 6, 4, 6, 4, 6, 4, 4, 4, 6, 3, 4, 3, 3, 4, 4], 'd': [4, 2, 2, 2, 2], 'r': [176]}",11.1,31.86
"{'wid': None, 'ks': [3, 3, 3, 3, 3, 3, 7, 3, 3, 3, 7, 7, 3, 5, 3, 7, 7, 5, 7, 3], 'e': [3, 6, 6, 4, 6, 3, 4, 6, 6, 4, 6, 3, 6, 6, 3, 4, 4, 4, 6, 6], 'd': [3, 3, 3, 4, 3], 'r': [160]}",18.08,40.95
"{'wid': None, 'ks': [7, 3, 5, 3, 3, 5, 7, 7, 3, 5, 7, 7, 3, 5, 5, 5, 7, 5, 5, 7], 'e': [6, 4, 6, 3, 3, 6, 3, 6, 4, 6, 6, 3, 4, 4, 4, 3, 6, 4, 6, 3], 'd': [2, 3, 3, 4, 2], 'r': [192]}",12.97,39.45
"{'wid': None, 'ks': [3, 7, 7, 3, 5, 7, 7, 3, 5, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 5], 'e': [6, 6, 3, 4, 3, 4, 3, 3, 3, 4, 3, 6, 3, 3, 6, 4, 4, 3, 4, 6], 'd': [3, 2, 4, 2, 4], 'r': [160]}",17.84,38.97
"{'wid': None, 'ks': [3, 3, 5, 3, 5, 5, 3, 7, 7, 3, 3, 5, 5, 7, 7, 7, 3, 5, 3, 5], 'e': [3, 6, 4, 6, 6, 4, 6, 3, 6, 4, 4, 3, 6, 4, 3, 3, 4, 3, 6, 6], 'd': [3, 4, 3, 2, 4], 'r': [192]}",14.66,43.31
"{'wid': None, 'ks': [5, 5, 5, 5, 5, 5, 7, 5, 5, 3, 3, 3, 3, 3, 7, 5, 5, 5, 7, 7], 'e': [3, 3, 3, 3, 6, 4, 4, 6, 3, 6, 6, 6, 3, 6, 4, 3, 6, 6, 3, 4], 'd': [3, 2, 2, 3, 3], 'r': [160]}",12.57,31.97
"{'wid': None, 'ks': [7, 7, 3, 3, 3, 7, 3, 3, 5, 5, 5, 7, 5, 7, 3, 3, 3, 7, 5, 7], 'e': [4, 4, 3, 4, 6, 4, 4, 3, 6, 4, 4, 3, 6, 6, 3, 3, 4, 6, 6, 4], 'd': [2, 4, 4, 2, 4], 'r': [224]}",14.51,49.7
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 5, 7, 7, 7, 7, 5, 3, 3, 3, 5, 3, 7, 3, 3, 7], 'e': [6, 6, 3, 6, 3, 3, 6, 3, 6, 6, 3, 6, 6, 6, 4, 4, 4, 3, 3, 4], 'd': [2, 3, 2, 2, 2], 'r': [208]}",13.01,39.35
"{'wid': None, 'ks': [3, 3, 7, 3, 3, 7, 3, 5, 5, 3, 7, 7, 3, 7, 7, 3, 5, 3, 7, 3], 'e': [4, 6, 3, 6, 6, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 6, 4, 3, 4, 4], 'd': [3, 2, 4, 2, 2], 'r': [176]}",14.66,34.75
"{'wid': None, 'ks': [7, 5, 5, 5, 3, 5, 3, 5, 5, 7, 7, 3, 3, 3, 7, 5, 7, 5, 7, 5], 'e': [6, 4, 6, 6, 4, 3, 4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 6, 6, 4, 3], 'd': [3, 3, 4, 4, 3], 'r': [224]}",18.75,55.3
"{'wid': None, 'ks': [7, 3, 7, 5, 3, 5, 5, 7, 7, 3, 3, 3, 3, 7, 3, 5, 3, 7, 3, 7], 'e': [3, 4, 3, 6, 4, 6, 3, 6, 4, 6, 6, 4, 3, 6, 6, 6, 4, 6, 4, 3], 'd': [3, 3, 3, 4, 3], 'r': [160]}",21.08,46.19
"{'wid': None, 'ks': [7, 7, 3, 3, 5, 5, 7, 5, 7, 5, 3, 7, 7, 7, 3, 5, 7, 3, 3, 7], 'e': [6, 3, 4, 6, 3, 6, 4, 4, 3, 3, 3, 3, 3, 3, 6, 3, 6, 6, 4, 6], 'd': [2, 3, 4, 4, 2], 'r': [208]}",13.66,43.45
"{'wid': None, 'ks': [3, 7, 3, 7, 3, 5, 5, 5, 3, 3, 5, 3, 3, 3, 3, 7, 5, 5, 3, 5], 'e': [4, 3, 4, 3, 6, 6, 3, 3, 4, 3, 3, 3, 6, 4, 6, 3, 4, 3, 6, 3], 'd': [2, 4, 2, 3, 3], 'r': [160]}",16.38,36.19
"{'wid': None, 'ks': [5, 3, 7, 5, 3, 3, 3, 7, 5, 7, 3, 5, 7, 7, 3, 5, 7, 5, 5, 7], 'e': [4, 4, 4, 4, 3, 3, 3, 4, 6, 3, 6, 6, 3, 4, 3, 3, 6, 6, 4, 4], 'd': [4, 4, 3, 4, 3], 'r': [160]}",16.33,39.36
"{'wid': None, 'ks': [3, 7, 3, 3, 5, 3, 5, 5, 3, 5, 5, 3, 3, 5, 3, 7, 3, 7, 7, 7], 'e': [4, 6, 4, 4, 6, 6, 4, 4, 4, 6, 6, 3, 3, 4, 4, 4, 3, 3, 3, 6], 'd': [3, 4, 4, 3, 2], 'r': [160]}",14.07,35.64
"{'wid': None, 'ks': [5, 7, 7, 3, 5, 7, 7, 5, 3, 3, 5, 3, 3, 3, 7, 7, 5, 7, 3, 3], 'e': [4, 4, 3, 6, 6, 3, 6, 6, 4, 6, 3, 6, 4, 3, 6, 3, 6, 6, 3, 3], 'd': [3, 3, 2, 3, 3], 'r': [192]}",15.99,42.94
"{'wid': None, 'ks': [5, 5, 5, 7, 3, 7, 5, 3, 3, 5, 5, 7, 7, 3, 5, 7, 3, 5, 7, 3], 'e': [4, 3, 3, 3, 4, 4, 3, 3, 4, 3, 6, 6, 6, 3, 3, 4, 6, 3, 3, 3], 'd': [3, 2, 3, 2, 3], 'r': [208]}",14.94,44.8
"{'wid': None, 'ks': [3, 7, 5, 3, 3, 5, 5, 3, 5, 7, 5, 5, 7, 3, 5, 5, 7, 3, 7, 7], 'e': [4, 4, 6, 3, 4, 6, 4, 3, 3, 3, 3, 6, 4, 3, 4, 3, 4, 4, 3, 6], 'd': [3, 3, 4, 4, 4], 'r': [208]}",19.9,52.51
"{'wid': None, 'ks': [3, 5, 5, 7, 3, 3, 7, 5, 5, 3, 7, 3, 5, 7, 7, 5, 3, 7, 3, 3], 'e': [3, 3, 6, 6, 6, 4, 3, 6, 3, 4, 3, 6, 3, 4, 3, 3, 4, 4, 6, 3], 'd': [4, 3, 2, 2, 3], 'r': [192]}",15.68,42.61
"{'wid': None, 'ks': [7, 3, 5, 3, 3, 3, 3, 5, 3, 3, 3, 5, 3, 5, 7, 5, 3, 5, 5, 3], 'e': [6, 6, 6, 3, 3, 4, 3, 6, 4, 3, 6, 3, 6, 4, 3, 6, 6, 6, 3, 6], 'd': [3, 4, 3, 4, 4], 'r': [192]}",16.81,54.29
"{'wid': None, 'ks': [3, 3, 5, 7, 3, 3, 7, 7, 7, 5, 5, 3, 5, 7, 7, 3, 7, 5, 3, 3], 'e': [4, 3, 3, 4, 4, 6, 4, 6, 6, 3, 6, 6, 6, 6, 3, 4, 3, 6, 3, 6], 'd': [4, 4, 4, 3, 3], 'r': [224]}",19.02,56.77
"{'wid': None, 'ks': [7, 3, 3, 7, 7, 3, 3, 3, 5, 7, 7, 7, 5, 5, 5, 7, 5, 7, 7, 3], 'e': [4, 3, 3, 4, 6, 6, 3, 3, 3, 3, 6, 3, 3, 4, 6, 4, 3, 6, 3, 4], 'd': [4, 2, 3, 4, 3], 'r': [208]}",14.57,46.64
"{'wid': None, 'ks': [3, 7, 3, 3, 5, 5, 3, 7, 5, 3, 3, 3, 7, 5, 3, 5, 5, 7, 3, 5], 'e': [6, 4, 4, 3, 4, 6, 3, 3, 6, 3, 4, 3, 4, 4, 3, 4, 6, 3, 6, 4], 'd': [2, 2, 3, 2, 3], 'r': [208]}",13.82,40.5
"{'wid': None, 'ks': [5, 7, 5, 3, 5, 3, 7, 3, 3, 7, 3, 5, 5, 3, 5, 3, 5, 5, 5, 5], 'e': [4, 3, 3, 3, 3, 3, 3, 6, 6, 3, 4, 6, 6, 4, 3, 6, 3, 4, 6, 3], 'd': [4, 4, 2, 4, 3], 'r': [208]}",16.07,48.11
"{'wid': None, 'ks': [5, 3, 7, 5, 5, 7, 3, 3, 7, 3, 3, 7, 5, 7, 5, 7, 7, 5, 3, 7], 'e': [3, 4, 6, 4, 4, 4, 6, 4, 3, 4, 6, 6, 6, 3, 3, 3, 4, 6, 6, 6], 'd': [3, 3, 3, 4, 3], 'r': [176]}",18.66,48.84
"{'wid': None, 'ks': [7, 3, 5, 3, 7, 3, 5, 7, 5, 3, 7, 5, 5, 3, 5, 3, 7, 3, 3, 3], 'e': [6, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 4, 6, 4, 4, 6, 3, 6, 6], 'd': [3, 3, 3, 4, 4], 'r': [160]}",15.31,38.81
"{'wid': None, 'ks': [7, 3, 5, 3, 3, 5, 7, 3, 7, 3, 5, 7, 5, 3, 7, 5, 7, 7, 5, 5], 'e': [4, 3, 3, 6, 3, 4, 6, 4, 4, 6, 3, 4, 4, 6, 3, 6, 6, 4, 4, 4], 'd': [2, 2, 2, 2, 3], 'r': [160]}",11.77,30.57
"{'wid': None, 'ks': [3, 5, 3, 3, 3, 7, 5, 7, 7, 7, 7, 3, 7, 5, 7, 5, 3, 3, 5, 5], 'e': [4, 3, 4, 6, 6, 6, 4, 3, 3, 6, 6, 6, 6, 4, 4, 3, 4, 4, 6, 4], 'd': [3, 2, 3, 4, 2], 'r': [224]}",13.07,47.17
"{'wid': None, 'ks': [3, 3, 7, 7, 3, 3, 5, 3, 5, 7, 3, 3, 5, 3, 3, 7, 3, 7, 5, 7], 'e': [3, 4, 4, 4, 3, 6, 6, 4, 4, 6, 3, 6, 3, 4, 3, 6, 3, 4, 4, 3], 'd': [4, 2, 3, 3, 2], 'r': [160]}",12.13,30.92
"{'wid': None, 'ks': [3, 3, 5, 7, 7, 3, 5, 3, 5, 7, 3, 7, 7, 5, 3, 7, 5, 5, 5, 3], 'e': [4, 6, 6, 6, 3, 4, 6, 4, 4, 3, 3, 4, 4, 3, 4, 3, 4, 4, 6, 6], 'd': [3, 3, 2, 3, 2], 'r': [176]}",13.11,35.75
"{'wid': None, 'ks': [5, 3, 7, 7, 3, 5, 3, 7, 5, 5, 7, 7, 7, 3, 7, 3, 3, 7, 3, 3], 'e': [3, 4, 4, 6, 3, 6, 6, 4, 6, 4, 4, 3, 6, 6, 6, 6, 6, 6, 3, 3], 'd': [3, 2, 4, 2, 4], 'r': [192]}",13.73,40.15
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 7, 3, 7, 3, 3, 3, 7, 3, 7, 5, 3, 5, 3, 3], 'e': [6, 4, 3, 3, 3, 3, 6, 3, 3, 3, 3, 4, 3, 4, 3, 4, 4, 3, 3, 6], 'd': [3, 2, 2, 2, 2], 'r': [160]}",12.24,28.12
"{'wid': None, 'ks': [3, 5, 3, 3, 3, 5, 7, 5, 5, 3, 5, 3, 7, 3, 5, 7, 5, 3, 7, 3], 'e': [3, 6, 4, 3, 6, 6, 3, 4, 3, 3, 6, 4, 6, 4, 6, 6, 3, 3, 3, 3], 'd': [3, 2, 2, 4, 2], 'r': [160]}",14.82,34.91
"{'wid': None, 'ks': [7, 7, 5, 3, 3, 5, 5, 5, 5, 5, 3, 3, 3, 7, 7, 7, 3, 3, 3, 3], 'e': [6, 6, 3, 6, 6, 6, 6, 4, 6, 4, 3, 4, 6, 6, 6, 3, 6, 4, 6, 6], 'd': [2, 2, 3, 4, 3], 'r': [208]}",14.63,49.71
"{'wid': None, 'ks': [5, 7, 3, 7, 7, 7, 3, 3, 3, 7, 5, 5, 7, 7, 7, 5, 3, 5, 7, 7], 'e': [6, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 6, 4, 3, 3, 6], 'd': [3, 3, 4, 3, 4], 'r': [224]}",15.28,47.94
"{'wid': None, 'ks': [5, 7, 7, 5, 7, 7, 7, 7, 7, 7, 5, 3, 7, 5, 5, 7, 5, 3, 7, 5], 'e': [3, 4, 3, 6, 6, 3, 4, 6, 4, 3, 4, 4, 6, 3, 4, 4, 4, 4, 6, 6], 'd': [3, 4, 2, 4, 3], 'r': [176]}",18.66,43.71
"{'wid': None, 'ks': [7, 5, 7, 5, 5, 3, 3, 7, 7, 5, 3, 5, 7, 5, 5, 5, 5, 5, 3, 7], 'e': [6, 6, 3, 6, 3, 3, 4, 3, 4, 4, 4, 3, 3, 4, 6, 4, 6, 3, 4, 4], 'd': [2, 2, 4, 3, 4], 'r': [160]}",13.84,34.95
"{'wid': None, 'ks': [5, 3, 5, 5, 3, 3, 5, 5, 3, 3, 5, 7, 5, 5, 7, 5, 5, 7, 5, 3], 'e': [6, 4, 3, 6, 4, 6, 4, 3, 4, 6, 4, 6, 4, 4, 3, 6, 3, 4, 6, 4], 'd': [3, 4, 4, 2, 3], 'r': [160]}",14.28,37.35
"{'wid': None, 'ks': [7, 3, 3, 3, 7, 7, 7, 3, 3, 7, 3, 7, 7, 5, 5, 5, 3, 3, 7, 3], 'e': [6, 6, 4, 3, 6, 6, 4, 3, 3, 6, 6, 3, 3, 4, 6, 4, 3, 3, 3, 3], 'd': [3, 4, 3, 3, 4], 'r': [176]}",15.13,42.35
"{'wid': None, 'ks': [3, 5, 7, 3, 5, 7, 3, 5, 5, 5, 7, 5, 7, 3, 3, 7, 7, 3, 3, 7], 'e': [6, 4, 6, 4, 4, 6, 4, 3, 3, 4, 3, 4, 3, 4, 3, 3, 6, 3, 4, 4], 'd': [2, 2, 3, 3, 2], 'r': [176]}",11.49,34.56
"{'wid': None, 'ks': [7, 3, 7, 7, 3, 5, 7, 3, 5, 5, 5, 5, 5, 7, 5, 3, 3, 5, 7, 3], 'e': [6, 3, 3, 6, 4, 3, 3, 4, 6, 4, 6, 4, 6, 4, 6, 6, 6, 3, 3, 6], 'd': [4, 4, 2, 3, 2], 'r': [176]}",13.39,39.94
"{'wid': None, 'ks': [7, 5, 5, 7, 7, 5, 5, 3, 5, 3, 7, 5, 7, 3, 7, 5, 7, 3, 7, 3], 'e': [4, 6, 3, 3, 3, 4, 4, 6, 6, 3, 6, 6, 6, 3, 4, 3, 6, 4, 6, 6], 'd': [4, 3, 3, 4, 4], 'r': [192]}",16.3,47.47
"{'wid': None, 'ks': [3, 5, 7, 7, 7, 7, 7, 3, 5, 5, 7, 3, 7, 5, 7, 3, 3, 3, 3, 7], 'e': [6, 3, 6, 3, 6, 3, 3, 3, 6, 4, 3, 6, 6, 6, 4, 4, 6, 4, 4, 4], 'd': [3, 3, 4, 2, 2], 'r': [208]}",13.6,45.19
"{'wid': None, 'ks': [5, 5, 7, 3, 7, 5, 5, 3, 5, 3, 7, 3, 5, 3, 5, 5, 5, 3, 5, 3], 'e': [6, 3, 4, 6, 3, 3, 6, 4, 4, 3, 3, 4, 6, 6, 6, 4, 4, 6, 6, 6], 'd': [2, 3, 2, 4, 2], 'r': [160]}",12.5,33.97
"{'wid': None, 'ks': [5, 7, 5, 3, 7, 5, 3, 7, 7, 5, 5, 7, 5, 7, 5, 5, 7, 7, 3, 7], 'e': [6, 4, 3, 3, 6, 3, 3, 3, 3, 3, 4, 4, 4, 6, 3, 4, 3, 3, 3, 3], 'd': [2, 3, 3, 2, 3], 'r': [224]}",12.36,41.05
"{'wid': None, 'ks': [5, 3, 3, 5, 5, 7, 5, 3, 3, 5, 5, 7, 3, 5, 7, 3, 5, 5, 5, 3], 'e': [6, 4, 6, 3, 4, 3, 6, 6, 6, 4, 3, 6, 4, 3, 4, 4, 4, 4, 6, 4], 'd': [2, 2, 3, 3, 3], 'r': [160]}",12.37,31.62
"{'wid': None, 'ks': [3, 7, 5, 7, 5, 5, 7, 5, 7, 7, 5, 5, 5, 3, 7, 3, 3, 3, 5, 7], 'e': [4, 6, 4, 6, 3, 4, 3, 3, 6, 6, 4, 6, 4, 4, 3, 3, 3, 4, 3, 6], 'd': [3, 4, 2, 3, 4], 'r': [208]}",16.16,48.35
"{'wid': None, 'ks': [7, 3, 5, 5, 3, 5, 3, 7, 5, 3, 7, 7, 5, 7, 5, 5, 5, 7, 5, 5], 'e': [6, 6, 3, 3, 4, 3, 3, 3, 3, 4, 3, 4, 4, 4, 3, 3, 6, 4, 4, 6], 'd': [4, 4, 4, 4, 3], 'r': [208]}",20.59,56.06
"{'wid': None, 'ks': [5, 7, 3, 3, 5, 5, 5, 5, 3, 5, 7, 3, 3, 7, 7, 3, 5, 3, 3, 3], 'e': [3, 4, 4, 3, 4, 4, 3, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4], 'd': [4, 3, 3, 2, 4], 'r': [160]}",13.88,33.26
"{'wid': None, 'ks': [3, 3, 7, 7, 7, 3, 7, 7, 5, 3, 7, 7, 3, 5, 5, 7, 3, 7, 5, 5], 'e': [6, 3, 4, 3, 6, 6, 4, 3, 6, 3, 6, 6, 6, 3, 6, 6, 6, 3, 3, 4], 'd': [2, 2, 2, 3, 4], 'r': [160]}",12.23,32.18
"{'wid': None, 'ks': [7, 3, 3, 5, 5, 7, 3, 7, 3, 3, 5, 3, 7, 3, 7, 3, 3, 3, 5, 3], 'e': [6, 6, 4, 6, 6, 3, 3, 4, 6, 6, 3, 4, 6, 6, 6, 4, 3, 6, 6, 4], 'd': [3, 2, 4, 4, 2], 'r': [224]}",15.48,56.34
"{'wid': None, 'ks': [3, 7, 5, 5, 5, 7, 3, 5, 7, 7, 7, 7, 5, 5, 5, 7, 5, 3, 5, 7], 'e': [4, 4, 3, 4, 6, 4, 4, 6, 4, 4, 6, 6, 6, 3, 4, 3, 6, 3, 3, 3], 'd': [4, 4, 2, 2, 4], 'r': [160]}",18.35,42.53
"{'wid': None, 'ks': [5, 3, 7, 7, 7, 7, 5, 5, 7, 3, 7, 3, 7, 3, 5, 3, 3, 3, 7, 7], 'e': [6, 6, 3, 4, 4, 3, 4, 6, 3, 6, 6, 3, 6, 4, 3, 3, 6, 6, 6, 6], 'd': [3, 3, 4, 2, 2], 'r': [208]}",11.97,42.82
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 5, 5, 3, 5, 3, 5, 5, 3, 7, 3, 3, 5, 7, 3, 7], 'e': [4, 3, 4, 3, 4, 4, 3, 4, 4, 6, 4, 6, 6, 4, 4, 6, 6, 4, 3, 6], 'd': [2, 3, 4, 2, 3], 'r': [160]}",13.41,31.84
"{'wid': None, 'ks': [7, 5, 3, 5, 5, 5, 7, 3, 3, 3, 7, 3, 7, 3, 3, 3, 7, 5, 7, 7], 'e': [3, 4, 6, 3, 4, 4, 3, 6, 4, 4, 6, 6, 4, 3, 4, 3, 3, 4, 3, 4], 'd': [3, 2, 2, 4, 2], 'r': [176]}",16.55,42.92
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 7, 3, 7, 7, 3, 5, 7, 3, 5, 5, 7, 7, 7, 7, 7], 'e': [6, 3, 4, 6, 3, 3, 4, 3, 3, 3, 6, 6, 3, 3, 3, 4, 4, 4, 4, 3], 'd': [3, 4, 2, 3, 4], 'r': [176]}",14.8,38.99
"{'wid': None, 'ks': [5, 5, 7, 3, 7, 3, 7, 7, 5, 5, 7, 5, 5, 7, 5, 5, 5, 5, 5, 5], 'e': [6, 4, 6, 4, 3, 3, 6, 6, 6, 4, 6, 3, 6, 3, 3, 3, 4, 6, 6, 6], 'd': [4, 2, 2, 3, 2], 'r': [192]}",11.43,39.2
"{'wid': None, 'ks': [7, 3, 7, 3, 3, 5, 7, 3, 3, 5, 3, 7, 5, 5, 3, 3, 5, 5, 7, 3], 'e': [6, 3, 3, 3, 4, 3, 6, 3, 4, 4, 4, 6, 4, 6, 3, 4, 3, 4, 3, 4], 'd': [3, 2, 4, 3, 4], 'r': [224]}",14.52,47.06
"{'wid': None, 'ks': [7, 3, 5, 7, 7, 5, 7, 7, 3, 7, 3, 5, 3, 3, 3, 7, 3, 7, 5, 7], 'e': [3, 3, 4, 3, 3, 6, 4, 4, 3, 4, 3, 3, 3, 3, 6, 6, 4, 6, 4, 3], 'd': [2, 2, 4, 4, 3], 'r': [224]}",13.98,47.19
"{'wid': None, 'ks': [7, 3, 3, 7, 5, 7, 7, 3, 7, 7, 7, 5, 7, 7, 7, 5, 7, 5, 5, 7], 'e': [3, 6, 4, 4, 6, 3, 4, 3, 3, 4, 4, 3, 6, 4, 4, 6, 6, 6, 3, 4], 'd': [3, 2, 3, 4, 3], 'r': [208]}",16.02,46.4
"{'wid': None, 'ks': [3, 7, 5, 7, 7, 7, 7, 5, 7, 7, 3, 5, 3, 3, 5, 7, 3, 7, 7, 7], 'e': [4, 4, 4, 6, 4, 4, 6, 6, 4, 6, 3, 4, 4, 3, 6, 6, 3, 3, 6, 6], 'd': [2, 2, 2, 4, 4], 'r': [208]}",13.97,43.33
"{'wid': None, 'ks': [3, 7, 7, 5, 5, 7, 3, 5, 5, 5, 3, 7, 3, 5, 5, 7, 5, 5, 5, 5], 'e': [4, 6, 4, 4, 3, 4, 6, 3, 3, 4, 4, 6, 4, 6, 6, 4, 3, 3, 4, 6], 'd': [4, 2, 3, 2, 2], 'r': [192]}",12.79,41.23
"{'wid': None, 'ks': [5, 3, 3, 7, 7, 3, 7, 7, 3, 3, 7, 3, 7, 5, 3, 7, 3, 5, 7, 3], 'e': [3, 4, 4, 4, 6, 3, 6, 3, 4, 6, 3, 4, 4, 4, 6, 4, 6, 3, 4, 4], 'd': [4, 2, 2, 3, 3], 'r': [160]}",13.21,34.28
"{'wid': None, 'ks': [7, 3, 7, 7, 3, 3, 5, 5, 7, 3, 5, 3, 7, 3, 3, 7, 5, 3, 5, 3], 'e': [3, 6, 3, 6, 3, 3, 4, 3, 3, 4, 3, 3, 4, 4, 6, 3, 4, 4, 3, 4], 'd': [3, 3, 2, 3, 4], 'r': [208]}",13.89,41.7
"{'wid': None, 'ks': [5, 7, 3, 7, 7, 5, 3, 3, 7, 3, 5, 7, 7, 3, 3, 7, 3, 7, 5, 7], 'e': [6, 4, 4, 4, 3, 6, 4, 6, 4, 3, 3, 3, 6, 6, 3, 6, 4, 6, 6, 6], 'd': [2, 3, 3, 2, 2], 'r': [176]}",16.74,37.07
"{'wid': None, 'ks': [3, 3, 7, 7, 5, 3, 5, 5, 7, 7, 3, 7, 5, 7, 7, 3, 7, 7, 7, 3], 'e': [4, 6, 3, 3, 3, 6, 3, 6, 6, 6, 4, 3, 4, 4, 4, 3, 3, 4, 6, 6], 'd': [2, 2, 3, 3, 2], 'r': [208]}",14.54,43.05
"{'wid': None, 'ks': [7, 7, 3, 5, 3, 5, 3, 7, 7, 5, 3, 3, 7, 5, 3, 3, 3, 5, 7, 5], 'e': [4, 4, 6, 3, 4, 3, 3, 3, 3, 6, 6, 6, 4, 3, 4, 3, 6, 6, 3, 3], 'd': [3, 3, 3, 2, 3], 'r': [208]}",13.8,42.18
"{'wid': None, 'ks': [3, 5, 5, 7, 5, 5, 3, 5, 3, 3, 3, 5, 7, 7, 7, 3, 7, 3, 3, 7], 'e': [3, 6, 3, 6, 6, 3, 3, 3, 3, 6, 6, 3, 3, 4, 6, 4, 6, 3, 4, 6], 'd': [2, 3, 2, 3, 2], 'r': [192]}",11.4,33.19
"{'wid': None, 'ks': [7, 5, 5, 5, 7, 5, 3, 5, 7, 5, 7, 3, 3, 5, 5, 3, 3, 7, 5, 7], 'e': [4, 6, 6, 6, 6, 6, 6, 6, 4, 6, 3, 3, 3, 3, 4, 3, 3, 6, 3, 3], 'd': [2, 2, 4, 3, 3], 'r': [208]}",14.62,42.42
"{'wid': None, 'ks': [3, 3, 5, 7, 7, 7, 5, 3, 5, 3, 3, 5, 5, 7, 3, 3, 5, 5, 7, 5], 'e': [6, 3, 3, 4, 4, 3, 3, 6, 6, 4, 4, 6, 4, 4, 4, 6, 4, 6, 4, 3], 'd': [2, 3, 3, 2, 3], 'r': [160]}",12.02,31.09
"{'wid': None, 'ks': [7, 5, 7, 3, 7, 7, 3, 5, 3, 3, 3, 7, 3, 7, 7, 7, 3, 3, 3, 3], 'e': [3, 6, 6, 4, 4, 4, 4, 4, 6, 3, 6, 4, 4, 3, 3, 3, 4, 3, 6, 4], 'd': [3, 2, 4, 4, 4], 'r': [192]}",18.62,46.31
"{'wid': None, 'ks': [7, 3, 3, 7, 7, 3, 3, 7, 5, 5, 7, 7, 7, 3, 3, 3, 7, 5, 5, 3], 'e': [6, 3, 4, 6, 4, 6, 4, 4, 6, 3, 3, 6, 4, 6, 4, 4, 4, 4, 3, 3], 'd': [3, 3, 4, 3, 2], 'r': [160]}",15.95,36.97
