arch_config,gpu latency,cpu latency
"{'wid': None, 'ks': [5, 7, 3, 5, 3, 5, 7, 7, 3, 5, 7, 3, 7, 7, 5, 3, 7, 7, 5, 7], 'e': [4, 4, 4, 4, 6, 3, 6, 4, 3, 4, 3, 3, 3, 6, 4, 6, 3, 3, 4, 3], 'd': [3, 2, 2, 2, 4], 'r': [208]}",12.1,37.68
"{'wid': None, 'ks': [5, 3, 7, 7, 7, 5, 5, 5, 3, 3, 7, 5, 3, 3, 3, 7, 5, 7, 7, 3], 'e': [4, 4, 3, 4, 6, 6, 3, 6, 4, 6, 6, 4, 6, 3, 3, 4, 3, 6, 6, 3], 'd': [3, 2, 3, 3, 4], 'r': [224]}",13.71,44.58
"{'wid': None, 'ks': [5, 5, 5, 3, 3, 5, 5, 3, 5, 3, 5, 3, 5, 3, 3, 7, 5, 7, 7, 5], 'e': [3, 3, 6, 4, 3, 3, 4, 6, 3, 4, 4, 6, 4, 3, 3, 4, 4, 3, 6, 4], 'd': [2, 4, 3, 4, 3], 'r': [176]}",15.17,36.42
"{'wid': None, 'ks': [3, 7, 7, 3, 3, 7, 5, 3, 3, 3, 7, 5, 7, 7, 5, 3, 3, 5, 3, 3], 'e': [6, 3, 3, 3, 3, 6, 6, 3, 4, 6, 3, 6, 6, 3, 4, 6, 3, 6, 6, 3], 'd': [2, 3, 3, 3, 2], 'r': [176]}",12.29,34.04
"{'wid': None, 'ks': [5, 3, 7, 5, 3, 3, 5, 5, 3, 3, 3, 5, 7, 3, 3, 5, 7, 5, 3, 5], 'e': [6, 6, 6, 3, 4, 3, 6, 4, 4, 4, 3, 3, 4, 3, 6, 4, 4, 6, 3, 6], 'd': [2, 3, 2, 2, 4], 'r': [192]}",12.45,37.56
"{'wid': None, 'ks': [3, 5, 7, 5, 7, 7, 7, 7, 5, 3, 5, 3, 3, 3, 5, 7, 7, 7, 5, 5], 'e': [6, 3, 4, 3, 4, 4, 6, 3, 4, 4, 6, 4, 4, 3, 3, 3, 4, 4, 3, 3], 'd': [3, 4, 3, 2, 4], 'r': [224]}",17.83,48.93
"{'wid': None, 'ks': [7, 3, 5, 7, 5, 7, 3, 7, 7, 7, 3, 7, 5, 7, 7, 5, 3, 5, 3, 3], 'e': [4, 3, 6, 3, 4, 6, 4, 3, 3, 6, 4, 3, 3, 4, 6, 3, 4, 3, 3, 3], 'd': [3, 2, 2, 2, 2], 'r': [192]}",10.07,31.87
"{'wid': None, 'ks': [5, 7, 7, 7, 7, 7, 3, 7, 7, 3, 3, 5, 7, 7, 5, 7, 5, 3, 5, 7], 'e': [3, 4, 4, 4, 3, 4, 3, 4, 6, 4, 4, 3, 6, 6, 3, 6, 4, 3, 3, 6], 'd': [4, 4, 4, 3, 2], 'r': [160]}",14.17,34.67
"{'wid': None, 'ks': [7, 7, 3, 7, 5, 7, 7, 7, 5, 5, 7, 7, 3, 7, 7, 5, 7, 3, 5, 7], 'e': [4, 6, 4, 3, 3, 6, 3, 6, 3, 4, 4, 3, 3, 6, 4, 6, 6, 6, 6, 3], 'd': [2, 3, 3, 2, 4], 'r': [224]}",12.9,43.72
"{'wid': None, 'ks': [5, 5, 7, 5, 7, 5, 3, 7, 7, 7, 7, 7, 7, 5, 5, 3, 3, 5, 7, 3], 'e': [3, 3, 4, 3, 6, 3, 6, 3, 3, 4, 3, 4, 6, 3, 3, 4, 4, 4, 4, 6], 'd': [2, 4, 2, 2, 2], 'r': [160]}",10.93,26.84
"{'wid': None, 'ks': [3, 7, 3, 7, 5, 5, 5, 5, 7, 7, 3, 5, 3, 3, 7, 3, 3, 3, 7, 7], 'e': [6, 4, 6, 6, 6, 3, 3, 4, 6, 6, 6, 6, 4, 6, 3, 3, 3, 6, 4, 3], 'd': [3, 3, 4, 2, 4], 'r': [160]}",18.23,41.41
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 5, 3, 5, 7, 3, 7, 7, 3, 3, 7, 3, 3, 5, 5, 7], 'e': [4, 6, 6, 6, 3, 4, 6, 3, 3, 4, 4, 6, 6, 6, 4, 3, 6, 4, 3, 6], 'd': [3, 3, 3, 4, 2], 'r': [176]}",13.7,39.82
"{'wid': None, 'ks': [5, 7, 3, 3, 7, 7, 5, 3, 3, 7, 3, 3, 3, 5, 5, 5, 7, 7, 7, 3], 'e': [3, 3, 6, 4, 3, 6, 4, 6, 4, 6, 3, 3, 3, 6, 4, 4, 3, 3, 6, 4], 'd': [4, 2, 4, 3, 2], 'r': [160]}",15.07,34.73
"{'wid': None, 'ks': [3, 7, 3, 7, 3, 7, 3, 7, 3, 7, 5, 5, 3, 3, 3, 5, 7, 3, 7, 3], 'e': [4, 6, 4, 3, 6, 3, 6, 3, 4, 3, 3, 4, 6, 3, 3, 3, 6, 4, 6, 4], 'd': [3, 3, 2, 2, 2], 'r': [160]}",10.9,28.94
"{'wid': None, 'ks': [3, 7, 5, 3, 7, 5, 5, 5, 5, 5, 5, 5, 3, 7, 7, 5, 5, 7, 5, 5], 'e': [3, 4, 4, 4, 4, 6, 3, 3, 6, 4, 6, 3, 6, 4, 6, 3, 3, 3, 3, 6], 'd': [2, 4, 4, 4, 2], 'r': [160]}",15.94,36.1
"{'wid': None, 'ks': [3, 7, 3, 3, 3, 7, 3, 5, 7, 3, 3, 7, 3, 5, 3, 7, 5, 5, 7, 3], 'e': [6, 6, 4, 4, 3, 6, 6, 6, 4, 3, 3, 3, 6, 4, 6, 3, 6, 4, 6, 4], 'd': [3, 2, 4, 2, 2], 'r': [192]}",11.68,36.91
"{'wid': None, 'ks': [7, 3, 7, 7, 5, 5, 7, 3, 5, 5, 7, 3, 5, 5, 3, 5, 7, 3, 3, 5], 'e': [6, 6, 6, 4, 6, 6, 3, 3, 4, 3, 4, 4, 3, 4, 6, 4, 6, 3, 3, 4], 'd': [2, 3, 2, 3, 4], 'r': [176]}",16.78,40.2
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 7, 5, 7, 7, 5, 7, 5, 7, 3, 5, 7, 7, 7, 5, 3], 'e': [4, 3, 6, 6, 3, 4, 3, 3, 3, 3, 3, 3, 4, 6, 4, 6, 6, 4, 4, 3], 'd': [4, 2, 3, 2, 3], 'r': [192]}",12.3,38.7
"{'wid': None, 'ks': [5, 3, 3, 3, 3, 7, 3, 5, 7, 5, 7, 5, 7, 7, 7, 5, 3, 3, 5, 7], 'e': [3, 4, 3, 3, 4, 6, 3, 3, 4, 3, 3, 3, 3, 3, 6, 6, 6, 4, 4, 3], 'd': [3, 2, 2, 4, 3], 'r': [160]}",13.33,33.73
"{'wid': None, 'ks': [5, 3, 7, 5, 5, 5, 7, 3, 3, 5, 3, 3, 3, 5, 7, 3, 7, 5, 3, 5], 'e': [6, 4, 6, 3, 4, 6, 6, 3, 4, 4, 4, 4, 4, 6, 4, 3, 6, 3, 4, 4], 'd': [3, 2, 2, 3, 3], 'r': [176]}",12.03,35.08
"{'wid': None, 'ks': [5, 3, 7, 3, 3, 5, 5, 7, 7, 7, 7, 3, 3, 3, 5, 7, 3, 3, 5, 7], 'e': [3, 3, 6, 6, 3, 6, 3, 4, 4, 4, 6, 3, 4, 4, 3, 4, 3, 3, 6, 6], 'd': [3, 3, 4, 3, 2], 'r': [160]}",13.12,31.6
"{'wid': None, 'ks': [7, 7, 5, 5, 7, 5, 3, 5, 5, 7, 7, 3, 7, 7, 3, 5, 7, 3, 3, 5], 'e': [4, 6, 4, 4, 4, 4, 6, 3, 3, 6, 6, 3, 3, 3, 3, 3, 4, 6, 6, 4], 'd': [2, 4, 3, 4, 4], 'r': [176]}",15.97,42.64
"{'wid': None, 'ks': [3, 5, 3, 7, 5, 7, 5, 3, 7, 3, 5, 5, 3, 5, 7, 3, 5, 3, 3, 5], 'e': [6, 3, 4, 3, 6, 3, 3, 6, 6, 3, 3, 3, 4, 3, 6, 3, 3, 3, 4, 4], 'd': [2, 3, 4, 4, 3], 'r': [176]}",14.43,37.29
"{'wid': None, 'ks': [7, 5, 7, 7, 5, 7, 7, 7, 7, 5, 3, 3, 7, 3, 5, 5, 3, 7, 5, 7], 'e': [3, 4, 3, 6, 3, 6, 4, 6, 6, 3, 3, 6, 3, 6, 6, 6, 3, 3, 4, 3], 'd': [3, 2, 3, 4, 2], 'r': [208]}",12.66,39.26
"{'wid': None, 'ks': [5, 5, 7, 7, 7, 5, 7, 7, 5, 3, 3, 5, 7, 5, 3, 7, 7, 5, 7, 7], 'e': [4, 4, 3, 6, 3, 6, 3, 6, 6, 4, 6, 6, 6, 6, 6, 3, 3, 6, 3, 6], 'd': [3, 2, 4, 4, 2], 'r': [192]}",16.37,43.21
"{'wid': None, 'ks': [3, 3, 5, 5, 7, 3, 7, 5, 5, 3, 7, 3, 5, 5, 3, 3, 7, 5, 5, 5], 'e': [4, 4, 6, 4, 3, 6, 4, 6, 3, 3, 6, 3, 4, 4, 6, 3, 4, 4, 4, 6], 'd': [4, 2, 2, 2, 2], 'r': [208]}",10.84,36.89
"{'wid': None, 'ks': [3, 7, 5, 3, 7, 7, 5, 7, 5, 7, 7, 5, 3, 3, 7, 7, 3, 7, 3, 5], 'e': [3, 6, 3, 6, 3, 6, 3, 3, 3, 6, 3, 6, 4, 4, 3, 4, 3, 4, 4, 4], 'd': [2, 3, 3, 3, 3], 'r': [192]}",13.85,34.57
"{'wid': None, 'ks': [5, 3, 5, 5, 5, 3, 3, 5, 5, 3, 3, 3, 3, 3, 5, 5, 3, 5, 7, 7], 'e': [4, 4, 6, 3, 4, 3, 6, 3, 3, 3, 4, 4, 4, 3, 3, 3, 6, 6, 6, 4], 'd': [3, 2, 2, 3, 3], 'r': [208]}",12.28,37.86
"{'wid': None, 'ks': [7, 7, 5, 5, 5, 3, 7, 7, 7, 3, 3, 3, 3, 7, 5, 5, 3, 5, 3, 3], 'e': [6, 3, 6, 3, 3, 6, 3, 3, 4, 4, 4, 4, 6, 4, 4, 6, 6, 4, 6, 4], 'd': [3, 4, 2, 4, 2], 'r': [176]}",13.76,39.34
"{'wid': None, 'ks': [5, 5, 3, 3, 3, 5, 7, 7, 3, 7, 7, 5, 3, 7, 3, 7, 3, 3, 7, 3], 'e': [3, 4, 6, 4, 6, 4, 6, 4, 6, 4, 6, 4, 3, 4, 6, 6, 3, 6, 6, 3], 'd': [4, 4, 4, 2, 2], 'r': [224]}",13.63,48.32
"{'wid': None, 'ks': [7, 3, 3, 3, 5, 3, 3, 3, 7, 3, 5, 7, 7, 7, 7, 7, 5, 5, 7, 5], 'e': [6, 4, 4, 4, 6, 3, 6, 6, 3, 3, 6, 4, 4, 6, 3, 6, 3, 3, 6, 3], 'd': [2, 3, 3, 4, 4], 'r': [224]}",15.17,50.18
"{'wid': None, 'ks': [5, 5, 5, 5, 3, 3, 7, 3, 3, 7, 7, 5, 3, 5, 3, 3, 7, 7, 3, 7], 'e': [6, 3, 6, 4, 6, 4, 3, 6, 3, 4, 4, 6, 6, 3, 3, 6, 6, 3, 6, 6], 'd': [4, 2, 2, 3, 2], 'r': [224]}",14.4,49.3
"{'wid': None, 'ks': [7, 3, 7, 7, 5, 7, 5, 3, 5, 5, 7, 7, 3, 7, 5, 5, 7, 3, 5, 7], 'e': [4, 3, 4, 6, 3, 3, 4, 4, 6, 3, 3, 3, 6, 6, 6, 4, 3, 6, 6, 6], 'd': [3, 2, 2, 4, 4], 'r': [192]}",13.87,42.19
"{'wid': None, 'ks': [5, 3, 7, 3, 3, 5, 3, 3, 5, 7, 7, 7, 5, 7, 7, 3, 7, 7, 3, 5], 'e': [3, 6, 6, 6, 6, 3, 6, 3, 4, 4, 3, 3, 4, 4, 4, 6, 6, 4, 4, 4], 'd': [4, 3, 3, 3, 2], 'r': [192]}",16.17,43.06
"{'wid': None, 'ks': [5, 7, 7, 5, 5, 5, 5, 5, 5, 5, 7, 3, 3, 5, 3, 5, 7, 7, 3, 3], 'e': [6, 4, 6, 4, 3, 6, 3, 3, 3, 6, 6, 6, 4, 3, 4, 3, 3, 6, 4, 6], 'd': [4, 4, 3, 2, 2], 'r': [160]}",13.72,38.89
"{'wid': None, 'ks': [3, 7, 5, 7, 3, 5, 3, 5, 7, 3, 7, 3, 7, 3, 3, 3, 5, 5, 3, 5], 'e': [6, 3, 4, 4, 4, 3, 3, 3, 4, 4, 6, 4, 6, 4, 4, 3, 6, 4, 6, 3], 'd': [4, 4, 3, 3, 4], 'r': [176]}",15.84,42.93
"{'wid': None, 'ks': [7, 5, 3, 7, 5, 5, 3, 7, 5, 3, 5, 3, 7, 5, 5, 7, 3, 5, 5, 5], 'e': [6, 4, 3, 3, 6, 3, 3, 6, 3, 4, 3, 6, 4, 6, 4, 3, 6, 3, 4, 6], 'd': [3, 4, 3, 3, 4], 'r': [192]}",19.42,48.82
"{'wid': None, 'ks': [7, 7, 3, 5, 3, 5, 7, 7, 5, 7, 5, 7, 7, 7, 5, 7, 7, 5, 5, 5], 'e': [4, 6, 6, 6, 4, 4, 6, 4, 6, 3, 6, 3, 4, 4, 6, 4, 4, 3, 4, 6], 'd': [3, 2, 2, 2, 2], 'r': [224]}",10.78,37.96
"{'wid': None, 'ks': [5, 3, 3, 3, 7, 5, 5, 3, 5, 3, 7, 5, 7, 3, 7, 3, 3, 5, 5, 3], 'e': [3, 6, 6, 3, 4, 6, 6, 6, 6, 4, 3, 3, 3, 3, 6, 3, 4, 6, 6, 3], 'd': [2, 3, 2, 4, 3], 'r': [208]}",16.76,44.56
"{'wid': None, 'ks': [7, 5, 3, 3, 5, 7, 3, 7, 5, 3, 7, 7, 5, 5, 7, 7, 7, 7, 7, 7], 'e': [6, 6, 4, 6, 6, 6, 6, 4, 6, 3, 3, 3, 4, 3, 6, 4, 3, 3, 6, 3], 'd': [3, 2, 4, 4, 3], 'r': [208]}",14.31,47.24
"{'wid': None, 'ks': [5, 5, 3, 3, 7, 7, 5, 5, 7, 3, 7, 5, 3, 3, 5, 5, 7, 5, 3, 3], 'e': [3, 3, 4, 4, 3, 3, 4, 6, 3, 6, 3, 3, 3, 3, 3, 6, 6, 6, 4, 4], 'd': [2, 2, 3, 2, 2], 'r': [160]}",10.65,26.7
"{'wid': None, 'ks': [5, 7, 5, 7, 7, 5, 5, 7, 3, 7, 3, 7, 7, 7, 3, 7, 3, 3, 5, 7], 'e': [4, 6, 3, 6, 6, 4, 6, 6, 3, 3, 3, 4, 6, 3, 3, 3, 4, 6, 4, 6], 'd': [3, 4, 3, 2, 3], 'r': [208]}",16.26,44.62
"{'wid': None, 'ks': [5, 3, 3, 3, 3, 7, 5, 5, 7, 7, 7, 5, 7, 5, 3, 5, 7, 3, 5, 5], 'e': [6, 6, 4, 4, 3, 3, 6, 6, 6, 3, 6, 3, 4, 3, 4, 4, 6, 3, 3, 3], 'd': [4, 3, 2, 2, 2], 'r': [160]}",13.71,32.87
"{'wid': None, 'ks': [5, 3, 7, 5, 3, 7, 3, 5, 5, 7, 5, 7, 5, 3, 7, 3, 3, 3, 7, 3], 'e': [3, 4, 4, 4, 3, 3, 6, 4, 6, 4, 6, 3, 4, 6, 3, 4, 4, 3, 3, 4], 'd': [2, 2, 2, 3, 3], 'r': [160]}",11.76,27.88
"{'wid': None, 'ks': [3, 3, 3, 7, 5, 5, 5, 3, 7, 3, 5, 5, 5, 7, 7, 3, 5, 7, 7, 7], 'e': [4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 6, 3, 6, 6, 3], 'd': [2, 3, 2, 2, 2], 'r': [176]}",12.62,29.74
"{'wid': None, 'ks': [5, 5, 3, 3, 5, 7, 5, 5, 3, 3, 5, 7, 5, 7, 5, 5, 3, 5, 7, 5], 'e': [4, 3, 4, 4, 6, 6, 6, 6, 6, 4, 6, 3, 3, 4, 4, 6, 4, 6, 4, 3], 'd': [2, 3, 4, 2, 2], 'r': [176]}",11.61,31.93
"{'wid': None, 'ks': [5, 5, 5, 3, 5, 7, 7, 5, 7, 7, 7, 3, 5, 5, 3, 5, 3, 3, 3, 3], 'e': [3, 3, 3, 3, 6, 4, 4, 3, 4, 3, 3, 3, 4, 6, 6, 4, 6, 6, 3, 3], 'd': [4, 4, 2, 3, 2], 'r': [224]}",13.37,47.57
"{'wid': None, 'ks': [3, 5, 5, 5, 3, 5, 5, 3, 7, 7, 3, 7, 7, 5, 7, 5, 7, 3, 7, 3], 'e': [3, 6, 4, 4, 3, 3, 4, 4, 4, 6, 4, 3, 6, 6, 6, 6, 4, 6, 3, 6], 'd': [3, 2, 4, 2, 4], 'r': [160]}",13.13,33.74
"{'wid': None, 'ks': [7, 7, 7, 7, 7, 5, 5, 7, 3, 7, 7, 3, 5, 5, 5, 3, 5, 5, 7, 7], 'e': [6, 3, 3, 3, 4, 3, 6, 6, 4, 3, 6, 6, 4, 4, 3, 4, 6, 4, 3, 6], 'd': [4, 2, 2, 4, 4], 'r': [224]}",14.34,48.46
"{'wid': None, 'ks': [3, 5, 5, 5, 5, 3, 7, 5, 7, 7, 5, 5, 5, 7, 3, 3, 3, 5, 3, 3], 'e': [6, 4, 4, 3, 3, 6, 3, 4, 3, 6, 4, 6, 4, 6, 6, 4, 4, 6, 3, 6], 'd': [3, 4, 4, 4, 3], 'r': [192]}",16.21,48.3
"{'wid': None, 'ks': [3, 3, 3, 5, 5, 7, 7, 5, 5, 5, 7, 7, 5, 3, 3, 7, 5, 3, 3, 5], 'e': [4, 6, 6, 3, 3, 6, 6, 3, 6, 6, 6, 3, 4, 4, 3, 6, 4, 6, 3, 6], 'd': [2, 2, 4, 3, 3], 'r': [176]}",12.69,34.01
"{'wid': None, 'ks': [5, 7, 5, 7, 7, 3, 3, 3, 3, 3, 7, 3, 7, 3, 5, 7, 3, 5, 5, 7], 'e': [6, 6, 3, 4, 4, 3, 4, 6, 3, 6, 6, 6, 6, 3, 3, 3, 4, 6, 3, 3], 'd': [2, 4, 4, 3, 3], 'r': [192]}",14.69,41.95
"{'wid': None, 'ks': [7, 7, 5, 7, 7, 5, 7, 3, 3, 5, 3, 7, 3, 7, 7, 5, 7, 7, 3, 3], 'e': [3, 4, 6, 6, 3, 6, 6, 6, 3, 3, 4, 3, 4, 6, 4, 4, 3, 6, 6, 6], 'd': [3, 4, 2, 3, 2], 'r': [224]}",15.77,46.76
"{'wid': None, 'ks': [5, 3, 5, 7, 3, 5, 5, 5, 3, 3, 3, 3, 5, 3, 3, 3, 5, 7, 7, 5], 'e': [6, 3, 6, 6, 3, 4, 6, 4, 4, 4, 6, 6, 6, 4, 4, 3, 3, 6, 6, 6], 'd': [2, 2, 3, 4, 4], 'r': [224]}",14.87,50.82
"{'wid': None, 'ks': [5, 5, 5, 3, 7, 5, 7, 3, 3, 3, 7, 7, 7, 7, 5, 3, 7, 5, 7, 3], 'e': [3, 4, 3, 6, 4, 6, 4, 3, 4, 4, 6, 3, 3, 6, 4, 6, 4, 3, 4, 6], 'd': [3, 2, 3, 2, 2], 'r': [176]}",10.6,29.5
"{'wid': None, 'ks': [3, 5, 3, 3, 3, 3, 3, 7, 5, 3, 7, 7, 7, 3, 3, 7, 5, 7, 5, 5], 'e': [6, 6, 3, 3, 4, 4, 4, 4, 4, 4, 6, 6, 3, 4, 6, 6, 4, 6, 6, 4], 'd': [2, 4, 3, 2, 3], 'r': [192]}",12.92,38.61
"{'wid': None, 'ks': [7, 7, 5, 5, 5, 7, 7, 5, 5, 5, 3, 7, 3, 5, 7, 5, 3, 5, 7, 7], 'e': [4, 6, 6, 3, 4, 6, 4, 6, 4, 4, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3], 'd': [4, 4, 2, 2, 3], 'r': [176]}",14.09,39.93
"{'wid': None, 'ks': [3, 3, 3, 5, 7, 3, 5, 5, 5, 7, 3, 5, 7, 7, 3, 7, 3, 7, 5, 3], 'e': [4, 4, 3, 6, 4, 6, 4, 6, 3, 4, 6, 3, 3, 4, 3, 3, 6, 4, 4, 4], 'd': [2, 2, 3, 4, 3], 'r': [160]}",15.94,34.38
"{'wid': None, 'ks': [3, 7, 5, 3, 3, 7, 3, 5, 5, 7, 3, 3, 7, 7, 5, 5, 5, 7, 3, 3], 'e': [6, 6, 3, 4, 4, 6, 6, 4, 6, 6, 4, 4, 6, 6, 4, 4, 3, 4, 4, 6], 'd': [2, 3, 2, 4, 3], 'r': [192]}",13.74,41.4
"{'wid': None, 'ks': [5, 5, 7, 5, 5, 7, 7, 7, 7, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 7], 'e': [3, 4, 6, 6, 4, 4, 6, 6, 3, 3, 6, 6, 4, 6, 3, 4, 6, 6, 4, 3], 'd': [4, 3, 3, 3, 4], 'r': [192]}",15.24,46.82
"{'wid': None, 'ks': [7, 5, 7, 5, 3, 5, 3, 7, 3, 7, 3, 5, 5, 3, 3, 3, 7, 7, 3, 3], 'e': [4, 4, 3, 6, 3, 3, 6, 6, 4, 6, 3, 6, 4, 3, 4, 4, 6, 4, 3, 6], 'd': [3, 3, 4, 2, 2], 'r': [224]}",14.64,42.95
"{'wid': None, 'ks': [5, 7, 5, 3, 5, 3, 7, 7, 5, 7, 7, 3, 7, 7, 7, 3, 7, 7, 3, 3], 'e': [3, 3, 3, 3, 6, 6, 3, 3, 3, 3, 4, 4, 6, 3, 6, 4, 3, 6, 3, 4], 'd': [2, 3, 4, 2, 4], 'r': [208]}",13.37,39.41
"{'wid': None, 'ks': [5, 5, 3, 7, 5, 7, 7, 3, 7, 3, 7, 5, 5, 5, 3, 3, 5, 3, 5, 7], 'e': [3, 4, 3, 6, 6, 6, 3, 4, 6, 4, 3, 3, 6, 4, 6, 3, 3, 6, 6, 4], 'd': [2, 3, 3, 3, 2], 'r': [208]}",12.44,40.05
"{'wid': None, 'ks': [3, 5, 3, 5, 3, 3, 5, 7, 7, 7, 7, 5, 3, 3, 3, 7, 5, 3, 3, 7], 'e': [3, 6, 6, 4, 3, 3, 3, 6, 4, 4, 6, 3, 3, 4, 6, 6, 4, 4, 6, 3], 'd': [4, 4, 4, 3, 2], 'r': [192]}",17.39,44.69
"{'wid': None, 'ks': [7, 5, 3, 7, 5, 7, 5, 5, 7, 3, 3, 5, 7, 3, 5, 7, 5, 3, 7, 5], 'e': [4, 4, 4, 6, 6, 4, 6, 3, 6, 6, 6, 3, 6, 3, 3, 4, 4, 4, 6, 4], 'd': [4, 3, 2, 3, 2], 'r': [176]}",15.19,38.7
"{'wid': None, 'ks': [7, 3, 7, 3, 7, 5, 3, 7, 5, 5, 5, 3, 3, 3, 7, 3, 5, 7, 7, 5], 'e': [4, 3, 4, 4, 3, 4, 6, 4, 3, 4, 6, 3, 4, 4, 3, 4, 4, 6, 4, 3], 'd': [3, 4, 3, 3, 2], 'r': [208]}",14.64,44.16
"{'wid': None, 'ks': [3, 7, 7, 5, 5, 7, 3, 5, 3, 7, 7, 5, 7, 7, 3, 7, 5, 3, 5, 5], 'e': [4, 4, 6, 4, 3, 3, 4, 4, 3, 4, 3, 6, 6, 3, 4, 4, 6, 3, 3, 4], 'd': [2, 3, 4, 3, 3], 'r': [160]}",16.93,34.89
"{'wid': None, 'ks': [5, 3, 3, 5, 5, 5, 7, 3, 3, 3, 5, 3, 5, 5, 7, 7, 7, 7, 5, 5], 'e': [3, 4, 3, 4, 4, 3, 4, 6, 4, 4, 4, 6, 4, 3, 6, 6, 6, 6, 6, 6], 'd': [4, 4, 4, 2, 3], 'r': [224]}",14.94,48.82
"{'wid': None, 'ks': [7, 3, 5, 5, 5, 7, 3, 7, 7, 5, 5, 5, 7, 3, 7, 5, 3, 5, 5, 3], 'e': [4, 6, 4, 3, 4, 3, 6, 3, 3, 4, 6, 4, 4, 4, 4, 6, 4, 6, 3, 4], 'd': [4, 2, 2, 2, 4], 'r': [192]}",12.44,37.1
"{'wid': None, 'ks': [7, 7, 5, 5, 3, 3, 7, 7, 7, 7, 3, 3, 7, 7, 5, 5, 5, 3, 5, 7], 'e': [4, 6, 4, 3, 3, 3, 3, 6, 3, 3, 4, 3, 3, 6, 6, 6, 3, 6, 4, 4], 'd': [2, 3, 4, 2, 3], 'r': [208]}",12.7,39.1
"{'wid': None, 'ks': [5, 5, 5, 3, 5, 5, 7, 5, 5, 3, 7, 3, 7, 7, 3, 3, 7, 7, 3, 5], 'e': [4, 6, 4, 3, 3, 6, 3, 6, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 3, 6], 'd': [2, 4, 4, 3, 3], 'r': [224]}",14.49,44.66
"{'wid': None, 'ks': [5, 7, 3, 7, 7, 3, 3, 3, 5, 3, 7, 3, 7, 5, 3, 7, 7, 3, 3, 3], 'e': [6, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3], 'd': [3, 4, 3, 3, 2], 'r': [224]}",14.25,46.6
"{'wid': None, 'ks': [5, 7, 5, 3, 7, 7, 7, 3, 5, 3, 3, 5, 5, 5, 7, 7, 5, 3, 5, 5], 'e': [3, 4, 6, 6, 6, 3, 4, 6, 4, 6, 3, 6, 3, 3, 4, 4, 6, 6, 6, 4], 'd': [2, 2, 3, 3, 2], 'r': [176]}",11.74,31.47
"{'wid': None, 'ks': [7, 7, 5, 3, 7, 5, 3, 7, 5, 7, 7, 5, 3, 3, 3, 3, 5, 3, 3, 7], 'e': [4, 4, 4, 3, 6, 3, 4, 4, 3, 6, 3, 6, 4, 3, 3, 6, 4, 4, 4, 4], 'd': [2, 3, 2, 4, 4], 'r': [208]}",14.37,42.48
"{'wid': None, 'ks': [7, 3, 3, 7, 7, 3, 7, 7, 5, 7, 5, 5, 3, 3, 5, 7, 7, 7, 5, 3], 'e': [4, 3, 3, 3, 6, 3, 3, 3, 3, 3, 3, 6, 6, 6, 3, 4, 4, 3, 4, 6], 'd': [2, 4, 4, 2, 4], 'r': [160]}",14.47,34.36
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 7, 5, 7, 5, 3, 5, 7, 3, 5, 7, 7, 7, 3, 3, 3], 'e': [6, 6, 4, 4, 4, 6, 4, 4, 6, 4, 4, 6, 6, 4, 6, 3, 3, 4, 6, 4], 'd': [4, 4, 2, 4, 2], 'r': [208]}",14.23,48.58
"{'wid': None, 'ks': [5, 5, 5, 3, 5, 3, 3, 5, 5, 7, 7, 3, 5, 3, 3, 5, 3, 3, 7, 5], 'e': [3, 6, 6, 4, 4, 3, 4, 3, 3, 4, 3, 6, 4, 6, 4, 6, 6, 6, 3, 4], 'd': [2, 3, 3, 3, 2], 'r': [192]}",13.43,40.45
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 7, 7, 3, 7, 7], 'e': [6, 4, 3, 6, 6, 6, 4, 6, 4, 3, 3, 3, 4, 3, 4, 4, 4, 4, 3, 6], 'd': [3, 2, 2, 3, 3], 'r': [192]}",12.11,36.72
"{'wid': None, 'ks': [7, 3, 3, 7, 5, 5, 3, 3, 5, 3, 5, 5, 7, 5, 5, 3, 3, 7, 3, 5], 'e': [4, 4, 3, 3, 4, 4, 6, 3, 3, 3, 3, 4, 6, 3, 6, 3, 6, 4, 3, 6], 'd': [3, 4, 4, 3, 4], 'r': [192]}",19.64,47.53
"{'wid': None, 'ks': [3, 3, 3, 5, 5, 5, 5, 5, 7, 7, 5, 7, 5, 5, 7, 5, 5, 5, 3, 3], 'e': [6, 4, 4, 4, 3, 4, 3, 4, 4, 6, 3, 3, 6, 3, 4, 6, 4, 3, 6, 4], 'd': [4, 2, 2, 3, 2], 'r': [160]}",11.77,31.35
