arch_config,gpu latency,cpu latency
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 5, 5, 5, 7, 3, 3, 3, 5, 5, 3, 7, 3, 5, 3], 'e': [3, 4, 6, 4, 6, 6, 6, 6, 3, 3, 3, 6, 6, 6, 3, 6, 3, 4, 4, 6], 'd': [3, 2, 3, 4, 2], 'r': [176]}",12.74,35.57
"{'wid': None, 'ks': [7, 3, 5, 7, 3, 3, 7, 7, 3, 7, 7, 7, 7, 3, 7, 3, 5, 3, 7, 3], 'e': [6, 6, 4, 6, 3, 4, 6, 3, 4, 6, 4, 3, 3, 6, 3, 3, 4, 4, 4, 4], 'd': [3, 3, 2, 3, 3], 'r': [176]}",12.65,36.57
"{'wid': None, 'ks': [5, 5, 7, 7, 5, 3, 3, 3, 7, 7, 3, 7, 5, 3, 3, 3, 5, 3, 3, 7], 'e': [3, 3, 6, 6, 3, 3, 4, 4, 3, 6, 4, 3, 4, 3, 3, 4, 4, 4, 6, 3], 'd': [3, 3, 4, 2, 4], 'r': [160]}",17.56,36.44
"{'wid': None, 'ks': [7, 3, 3, 3, 7, 5, 5, 7, 5, 5, 3, 5, 7, 3, 5, 3, 7, 7, 7, 5], 'e': [3, 6, 6, 3, 3, 4, 4, 4, 4, 6, 4, 4, 6, 6, 3, 3, 3, 6, 6, 4], 'd': [3, 3, 2, 3, 2], 'r': [208]}",12.38,39.9
"{'wid': None, 'ks': [3, 7, 3, 3, 3, 7, 7, 3, 3, 3, 3, 3, 7, 5, 7, 7, 5, 7, 5, 5], 'e': [6, 6, 4, 4, 4, 6, 6, 4, 4, 4, 6, 4, 3, 3, 6, 3, 4, 3, 3, 4], 'd': [3, 2, 4, 2, 3], 'r': [224]}",12.91,44.82
"{'wid': None, 'ks': [7, 5, 7, 5, 5, 5, 7, 5, 7, 3, 5, 3, 5, 7, 5, 3, 3, 5, 5, 5], 'e': [6, 3, 6, 4, 3, 6, 4, 6, 3, 6, 6, 3, 3, 6, 6, 4, 3, 6, 3, 4], 'd': [3, 3, 3, 4, 3], 'r': [208]}",17.85,51.12
"{'wid': None, 'ks': [7, 5, 3, 7, 5, 7, 7, 7, 7, 5, 7, 3, 5, 5, 3, 3, 7, 3, 3, 5], 'e': [3, 4, 3, 3, 4, 4, 3, 4, 6, 4, 3, 6, 3, 4, 3, 3, 3, 4, 4, 4], 'd': [4, 2, 3, 2, 2], 'r': [224]}",11.19,37.9
"{'wid': None, 'ks': [5, 7, 7, 3, 5, 5, 5, 5, 3, 5, 7, 5, 5, 5, 3, 5, 3, 5, 3, 3], 'e': [3, 4, 4, 3, 3, 6, 6, 3, 4, 6, 3, 3, 3, 3, 3, 3, 3, 6, 3, 3], 'd': [3, 4, 4, 3, 3], 'r': [160]}",18.96,39.99
"{'wid': None, 'ks': [3, 3, 5, 5, 3, 5, 3, 3, 3, 3, 7, 3, 7, 3, 5, 3, 3, 3, 5, 3], 'e': [4, 4, 4, 4, 4, 3, 4, 6, 3, 3, 4, 3, 3, 3, 6, 4, 3, 4, 6, 4], 'd': [4, 4, 2, 2, 2], 'r': [176]}",12.08,33.18
"{'wid': None, 'ks': [3, 5, 3, 5, 5, 5, 7, 7, 5, 7, 3, 5, 7, 7, 3, 7, 5, 3, 5, 5], 'e': [6, 3, 6, 6, 6, 6, 6, 4, 4, 4, 6, 3, 3, 4, 4, 6, 4, 3, 6, 3], 'd': [4, 4, 4, 2, 3], 'r': [160]}",14.34,38.74
"{'wid': None, 'ks': [3, 3, 3, 3, 3, 5, 7, 3, 7, 5, 3, 3, 3, 3, 3, 3, 5, 3, 3, 5], 'e': [4, 6, 6, 6, 4, 6, 4, 3, 4, 6, 4, 3, 6, 3, 6, 6, 3, 3, 4, 6], 'd': [3, 4, 3, 3, 2], 'r': [192]}",16.33,41.84
"{'wid': None, 'ks': [5, 7, 7, 5, 5, 5, 3, 7, 5, 5, 3, 3, 5, 5, 7, 3, 7, 7, 7, 3], 'e': [3, 3, 6, 6, 3, 4, 4, 3, 6, 4, 6, 3, 3, 3, 6, 3, 3, 4, 6, 6], 'd': [2, 4, 4, 4, 3], 'r': [160]}",15.49,39.6
"{'wid': None, 'ks': [5, 7, 3, 3, 7, 7, 7, 7, 7, 5, 7, 5, 7, 5, 7, 3, 7, 3, 5, 7], 'e': [4, 6, 3, 3, 4, 4, 6, 4, 3, 3, 6, 3, 6, 6, 4, 6, 6, 3, 6, 3], 'd': [3, 2, 3, 2, 3], 'r': [208]}",14.2,41.46
"{'wid': None, 'ks': [5, 5, 5, 5, 5, 3, 3, 5, 7, 5, 5, 3, 3, 7, 3, 7, 7, 7, 5, 5], 'e': [3, 4, 3, 4, 6, 4, 4, 6, 6, 6, 4, 6, 6, 4, 4, 4, 6, 3, 3, 3], 'd': [2, 2, 2, 2, 2], 'r': [208]}",9.89,32.36
"{'wid': None, 'ks': [3, 5, 5, 5, 5, 7, 7, 3, 3, 5, 7, 5, 5, 3, 3, 7, 5, 3, 5, 5], 'e': [4, 3, 4, 4, 4, 3, 4, 6, 3, 6, 3, 3, 4, 3, 4, 3, 6, 3, 3, 6], 'd': [4, 3, 4, 3, 2], 'r': [224]}",13.65,44.93
"{'wid': None, 'ks': [5, 7, 3, 3, 7, 5, 5, 5, 3, 5, 3, 7, 7, 3, 7, 5, 3, 5, 7, 5], 'e': [6, 4, 6, 4, 3, 6, 4, 6, 6, 6, 4, 6, 6, 3, 6, 4, 6, 3, 3, 4], 'd': [4, 2, 3, 3, 2], 'r': [160]}",12.88,35.3
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 5, 7, 5, 5, 7, 7, 3, 3, 7, 3, 5, 3, 3, 7, 5], 'e': [3, 6, 4, 3, 3, 4, 3, 4, 3, 4, 3, 6, 3, 3, 6, 6, 3, 6, 4, 4], 'd': [4, 2, 3, 2, 3], 'r': [176]}",12.04,33.43
"{'wid': None, 'ks': [3, 3, 7, 5, 5, 7, 3, 7, 3, 5, 3, 7, 3, 3, 3, 5, 3, 3, 3, 3], 'e': [6, 3, 4, 3, 3, 4, 6, 3, 6, 6, 4, 6, 3, 6, 4, 3, 4, 3, 3, 6], 'd': [3, 2, 3, 2, 4], 'r': [160]}",12.88,35.46
"{'wid': None, 'ks': [3, 7, 5, 5, 3, 3, 7, 7, 7, 7, 7, 7, 3, 7, 5, 5, 7, 5, 5, 7], 'e': [6, 3, 4, 3, 6, 3, 3, 6, 6, 3, 4, 3, 6, 6, 4, 4, 3, 6, 4, 6], 'd': [2, 4, 3, 3, 3], 'r': [160]}",14.35,36.16
"{'wid': None, 'ks': [5, 7, 7, 3, 5, 5, 3, 7, 3, 5, 7, 3, 7, 3, 5, 5, 7, 3, 7, 5], 'e': [3, 4, 4, 3, 4, 4, 4, 6, 6, 6, 6, 6, 3, 6, 4, 6, 3, 6, 6, 3], 'd': [2, 2, 4, 4, 2], 'r': [224]}",13.04,42.85
"{'wid': None, 'ks': [7, 7, 7, 3, 7, 3, 3, 5, 7, 7, 7, 5, 5, 3, 5, 3, 5, 5, 3, 5], 'e': [4, 6, 6, 3, 4, 4, 4, 6, 4, 3, 6, 3, 3, 6, 6, 4, 6, 4, 6, 4], 'd': [2, 4, 4, 3, 4], 'r': [160]}",16.19,37.43
"{'wid': None, 'ks': [7, 5, 7, 3, 3, 3, 7, 3, 3, 7, 5, 3, 7, 7, 5, 5, 3, 7, 5, 3], 'e': [4, 4, 6, 3, 3, 6, 3, 4, 6, 6, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6], 'd': [4, 4, 4, 2, 3], 'r': [160]}",14.57,37.46
"{'wid': None, 'ks': [5, 7, 7, 3, 5, 7, 7, 3, 5, 5, 3, 5, 5, 7, 7, 7, 5, 5, 5, 7], 'e': [6, 6, 4, 4, 4, 6, 3, 3, 4, 4, 4, 6, 4, 3, 4, 4, 3, 6, 3, 6], 'd': [3, 2, 4, 2, 2], 'r': [192]}",11.08,36.84
"{'wid': None, 'ks': [5, 5, 7, 7, 3, 7, 3, 7, 7, 3, 7, 7, 7, 3, 7, 3, 3, 3, 3, 5], 'e': [3, 3, 4, 6, 3, 4, 4, 6, 4, 4, 4, 6, 6, 6, 4, 4, 3, 3, 3, 4], 'd': [3, 2, 2, 3, 2], 'r': [176]}",13.69,32.27
"{'wid': None, 'ks': [5, 5, 7, 5, 3, 3, 5, 5, 5, 5, 7, 7, 3, 3, 5, 7, 5, 3, 5, 7], 'e': [3, 6, 6, 3, 4, 4, 3, 6, 4, 3, 3, 4, 6, 3, 4, 6, 3, 3, 3, 6], 'd': [2, 2, 2, 2, 4], 'r': [160]}",11.69,30.47
"{'wid': None, 'ks': [5, 7, 5, 5, 3, 7, 7, 7, 5, 3, 5, 3, 7, 7, 3, 7, 7, 3, 5, 7], 'e': [4, 6, 3, 6, 4, 3, 4, 3, 6, 6, 4, 3, 4, 6, 4, 6, 3, 4, 3, 6], 'd': [2, 3, 3, 2, 2], 'r': [192]}",14.4,38.22
"{'wid': None, 'ks': [7, 7, 3, 5, 7, 3, 3, 3, 3, 7, 7, 7, 7, 5, 3, 3, 5, 7, 5, 7], 'e': [3, 3, 6, 3, 3, 4, 3, 6, 4, 3, 3, 3, 4, 4, 6, 4, 6, 6, 3, 4], 'd': [4, 3, 4, 2, 3], 'r': [224]}",14.16,45.9
"{'wid': None, 'ks': [3, 7, 3, 5, 5, 5, 5, 7, 3, 5, 3, 5, 5, 7, 7, 7, 3, 7, 3, 7], 'e': [6, 6, 3, 6, 6, 6, 4, 6, 3, 6, 6, 6, 3, 3, 6, 6, 3, 3, 3, 3], 'd': [4, 3, 2, 3, 2], 'r': [208]}",15.35,46.92
"{'wid': None, 'ks': [5, 7, 5, 3, 7, 7, 5, 5, 5, 3, 5, 5, 5, 7, 3, 3, 5, 7, 3, 7], 'e': [4, 3, 4, 6, 6, 6, 6, 3, 3, 3, 6, 6, 3, 3, 4, 4, 6, 6, 4, 4], 'd': [4, 3, 2, 4, 2], 'r': [208]}",14.23,44.95
"{'wid': None, 'ks': [5, 3, 3, 3, 7, 3, 7, 5, 5, 3, 3, 5, 7, 5, 3, 5, 7, 3, 5, 3], 'e': [3, 4, 6, 6, 6, 4, 4, 3, 3, 3, 3, 3, 6, 4, 6, 4, 3, 6, 4, 3], 'd': [4, 2, 3, 2, 2], 'r': [208]}",13.55,40.56
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 7, 5, 7, 3, 7, 5, 7, 7, 7, 5, 5, 7, 7, 3, 5], 'e': [6, 6, 3, 3, 3, 6, 6, 4, 4, 6, 6, 3, 3, 6, 3, 3, 3, 6, 3, 3], 'd': [2, 4, 4, 2, 3], 'r': [208]}",13.51,43.34
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 7, 7, 3, 3, 7, 7, 5, 7, 3, 7, 7, 7, 3, 7, 3], 'e': [3, 4, 6, 4, 3, 4, 6, 3, 3, 4, 6, 6, 6, 6, 3, 4, 4, 4, 6, 6], 'd': [2, 3, 4, 3, 4], 'r': [208]}",14.92,45.59
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 7, 5, 3, 5, 3, 5, 7, 5, 7, 3, 3, 5, 5, 5, 7], 'e': [6, 4, 3, 6, 4, 3, 6, 3, 6, 3, 3, 6, 4, 6, 6, 3, 3, 4, 4, 4], 'd': [2, 2, 3, 3, 4], 'r': [224]}",13.52,44.74
"{'wid': None, 'ks': [3, 5, 5, 5, 5, 3, 3, 5, 7, 3, 5, 3, 3, 5, 3, 5, 3, 3, 5, 3], 'e': [6, 3, 6, 3, 3, 4, 6, 6, 4, 6, 6, 3, 3, 6, 6, 6, 4, 6, 4, 4], 'd': [3, 3, 2, 3, 4], 'r': [176]}",14.52,41.95
"{'wid': None, 'ks': [5, 7, 7, 7, 7, 7, 3, 7, 5, 3, 7, 5, 7, 7, 7, 7, 5, 5, 3, 7], 'e': [3, 6, 4, 4, 3, 4, 4, 6, 6, 3, 4, 4, 3, 4, 4, 6, 4, 4, 3, 6], 'd': [2, 4, 2, 3, 3], 'r': [192]}",14.24,36.68
"{'wid': None, 'ks': [7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 7, 7, 3, 7, 7, 7, 3, 7, 3, 5], 'e': [3, 4, 4, 6, 3, 3, 3, 3, 3, 6, 4, 6, 3, 6, 3, 3, 3, 6, 4, 3], 'd': [3, 3, 3, 4, 2], 'r': [192]}",13.59,37.58
"{'wid': None, 'ks': [7, 5, 7, 7, 5, 5, 5, 3, 5, 7, 7, 3, 5, 5, 5, 5, 7, 3, 5, 5], 'e': [3, 6, 4, 6, 4, 4, 6, 3, 4, 4, 3, 3, 6, 3, 6, 3, 6, 4, 3, 4], 'd': [3, 2, 2, 4, 4], 'r': [160]}",13.85,34.44
"{'wid': None, 'ks': [7, 7, 3, 5, 5, 7, 3, 7, 7, 5, 3, 3, 5, 7, 7, 7, 5, 5, 7, 3], 'e': [3, 4, 4, 6, 4, 6, 4, 4, 3, 6, 6, 4, 6, 3, 4, 4, 4, 6, 6, 4], 'd': [2, 4, 2, 3, 2], 'r': [176]}",13.01,34.38
"{'wid': None, 'ks': [3, 3, 3, 3, 3, 5, 5, 5, 5, 3, 3, 7, 3, 3, 3, 7, 3, 7, 7, 7], 'e': [3, 4, 4, 4, 6, 4, 4, 6, 4, 3, 6, 3, 3, 6, 4, 6, 6, 3, 4, 6], 'd': [4, 4, 2, 2, 4], 'r': [224]}",13.95,46.65
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 7, 5, 5, 5, 7, 7, 3, 3, 5, 5, 5, 7, 7, 5, 3], 'e': [3, 6, 3, 6, 6, 3, 4, 6, 4, 6, 4, 3, 3, 3, 3, 3, 4, 6, 3, 4], 'd': [4, 4, 4, 4, 2], 'r': [192]}",16.49,45.89
"{'wid': None, 'ks': [7, 7, 7, 3, 3, 5, 7, 3, 5, 7, 3, 3, 3, 5, 5, 5, 7, 5, 3, 3], 'e': [6, 4, 4, 4, 3, 6, 3, 4, 3, 6, 4, 3, 3, 4, 3, 6, 6, 4, 6, 3], 'd': [4, 3, 2, 3, 4], 'r': [192]}",18.36,48.77
"{'wid': None, 'ks': [5, 7, 7, 5, 3, 3, 5, 5, 7, 7, 5, 7, 7, 7, 5, 3, 5, 7, 7, 3], 'e': [3, 6, 3, 4, 6, 3, 6, 6, 3, 3, 4, 3, 4, 3, 3, 4, 4, 4, 3, 6], 'd': [4, 3, 3, 4, 3], 'r': [208]}",14.83,45.44
"{'wid': None, 'ks': [5, 3, 3, 5, 7, 7, 7, 7, 3, 3, 7, 5, 3, 7, 7, 7, 7, 7, 3, 3], 'e': [3, 3, 6, 6, 6, 6, 6, 4, 4, 3, 4, 4, 6, 4, 3, 6, 3, 4, 4, 6], 'd': [4, 4, 2, 2, 3], 'r': [192]}",14.37,47.54
"{'wid': None, 'ks': [3, 7, 3, 7, 7, 3, 7, 5, 7, 7, 5, 7, 7, 5, 5, 7, 3, 7, 5, 3], 'e': [4, 4, 4, 3, 6, 3, 6, 3, 6, 3, 3, 6, 6, 6, 3, 3, 3, 3, 6, 3], 'd': [2, 3, 2, 2, 3], 'r': [176]}",13.41,37.0
"{'wid': None, 'ks': [5, 7, 5, 7, 3, 7, 7, 7, 5, 3, 3, 5, 3, 3, 5, 5, 5, 5, 7, 3], 'e': [3, 4, 3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 4, 4, 4, 6, 3, 6, 3, 3], 'd': [3, 3, 4, 4, 4], 'r': [176]}",20.02,44.41
"{'wid': None, 'ks': [7, 5, 5, 3, 5, 3, 3, 7, 3, 3, 5, 3, 3, 7, 7, 5, 7, 5, 5, 3], 'e': [3, 3, 6, 4, 4, 6, 6, 4, 4, 4, 3, 6, 6, 6, 3, 6, 6, 6, 6, 6], 'd': [3, 2, 4, 3, 2], 'r': [176]}",12.5,36.18
"{'wid': None, 'ks': [3, 3, 7, 5, 3, 3, 7, 7, 7, 5, 5, 3, 7, 7, 7, 5, 7, 3, 5, 7], 'e': [6, 4, 3, 3, 6, 3, 6, 4, 3, 6, 3, 4, 6, 4, 4, 3, 6, 4, 4, 4], 'd': [3, 4, 2, 4, 3], 'r': [208]}",19.08,56.07
"{'wid': None, 'ks': [3, 3, 3, 3, 5, 5, 3, 7, 5, 7, 3, 7, 3, 3, 3, 7, 5, 3, 3, 5], 'e': [3, 3, 4, 4, 3, 3, 6, 4, 4, 3, 4, 4, 3, 4, 4, 6, 3, 3, 4, 3], 'd': [2, 3, 4, 3, 2], 'r': [192]}",13.19,34.41
"{'wid': None, 'ks': [5, 3, 3, 7, 7, 5, 5, 3, 3, 3, 7, 5, 5, 7, 5, 3, 5, 7, 5, 3], 'e': [3, 3, 4, 4, 3, 3, 6, 6, 4, 4, 6, 4, 3, 6, 3, 3, 3, 6, 6, 6], 'd': [3, 3, 4, 2, 3], 'r': [160]}",19.48,42.68
"{'wid': None, 'ks': [7, 3, 7, 7, 3, 5, 3, 3, 5, 3, 3, 5, 3, 3, 7, 3, 7, 7, 5, 3], 'e': [6, 4, 4, 4, 3, 6, 4, 6, 3, 6, 4, 4, 6, 3, 3, 4, 3, 4, 6, 4], 'd': [2, 3, 3, 3, 3], 'r': [224]}",13.48,46.55
"{'wid': None, 'ks': [5, 5, 3, 5, 5, 3, 5, 3, 7, 3, 7, 3, 5, 7, 5, 3, 3, 3, 5, 7], 'e': [3, 3, 4, 4, 3, 3, 6, 4, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 6, 3], 'd': [3, 4, 4, 4, 2], 'r': [208]}",15.1,43.32
"{'wid': None, 'ks': [5, 3, 5, 5, 7, 7, 5, 7, 5, 3, 3, 5, 3, 7, 5, 3, 3, 7, 3, 3], 'e': [6, 4, 6, 4, 4, 4, 3, 3, 4, 4, 3, 3, 4, 6, 3, 4, 4, 3, 4, 3], 'd': [3, 2, 4, 4, 4], 'r': [160]}",16.15,40.38
"{'wid': None, 'ks': [7, 5, 5, 3, 7, 7, 7, 3, 3, 7, 3, 5, 3, 5, 3, 7, 5, 7, 5, 3], 'e': [6, 4, 6, 6, 4, 6, 3, 4, 4, 6, 4, 4, 6, 6, 3, 6, 6, 6, 6, 4], 'd': [2, 3, 4, 2, 3], 'r': [176]}",16.81,42.69
"{'wid': None, 'ks': [5, 3, 3, 3, 3, 7, 3, 3, 7, 3, 7, 3, 7, 5, 3, 3, 3, 5, 7, 5], 'e': [6, 4, 4, 6, 6, 3, 6, 4, 6, 4, 3, 3, 4, 3, 4, 3, 6, 6, 4, 6], 'd': [4, 3, 4, 2, 2], 'r': [208]}",12.91,47.05
"{'wid': None, 'ks': [3, 7, 7, 3, 3, 5, 3, 5, 3, 7, 5, 3, 3, 3, 7, 5, 3, 3, 7, 5], 'e': [4, 6, 3, 3, 4, 4, 4, 6, 4, 4, 6, 4, 6, 6, 3, 3, 4, 4, 3, 3], 'd': [3, 2, 2, 2, 2], 'r': [160]}",10.11,28.09
"{'wid': None, 'ks': [5, 7, 3, 7, 5, 5, 5, 5, 5, 7, 3, 7, 3, 5, 3, 7, 3, 7, 3, 5], 'e': [4, 3, 3, 3, 4, 6, 4, 6, 4, 3, 6, 3, 4, 4, 4, 6, 3, 4, 4, 3], 'd': [4, 2, 2, 2, 2], 'r': [192]}",11.59,35.97
"{'wid': None, 'ks': [5, 3, 5, 3, 5, 3, 3, 7, 3, 5, 5, 5, 5, 3, 3, 7, 3, 3, 3, 7], 'e': [3, 4, 6, 4, 3, 6, 4, 3, 6, 6, 6, 6, 6, 4, 3, 6, 6, 3, 6, 3], 'd': [2, 2, 2, 4, 2], 'r': [176]}",11.67,32.26
"{'wid': None, 'ks': [7, 5, 5, 5, 7, 5, 3, 3, 5, 7, 7, 3, 3, 3, 5, 3, 7, 3, 7, 7], 'e': [6, 6, 3, 4, 3, 6, 4, 4, 3, 3, 4, 4, 4, 6, 4, 6, 6, 3, 6, 4], 'd': [4, 4, 4, 4, 3], 'r': [160]}",21.56,49.42
"{'wid': None, 'ks': [7, 3, 5, 3, 5, 3, 7, 3, 3, 7, 3, 5, 7, 5, 5, 3, 3, 7, 7, 3], 'e': [6, 4, 3, 6, 4, 4, 6, 3, 6, 4, 6, 3, 6, 4, 3, 3, 4, 3, 6, 4], 'd': [4, 4, 3, 3, 2], 'r': [192]}",17.42,46.53
"{'wid': None, 'ks': [5, 5, 7, 3, 5, 7, 5, 5, 5, 3, 3, 5, 7, 5, 7, 7, 5, 3, 7, 7], 'e': [3, 3, 3, 3, 4, 6, 3, 6, 4, 3, 6, 6, 3, 3, 6, 6, 6, 3, 3, 3], 'd': [3, 2, 4, 2, 3], 'r': [208]}",12.45,37.44
"{'wid': None, 'ks': [7, 7, 7, 7, 5, 5, 5, 5, 7, 7, 5, 3, 5, 5, 7, 3, 3, 3, 7, 7], 'e': [6, 4, 3, 3, 4, 6, 3, 3, 6, 3, 6, 6, 3, 4, 4, 3, 4, 3, 6, 6], 'd': [2, 4, 4, 2, 4], 'r': [160]}",18.07,39.57
"{'wid': None, 'ks': [5, 7, 5, 7, 3, 7, 5, 3, 5, 7, 5, 3, 5, 5, 3, 3, 7, 7, 5, 5], 'e': [6, 6, 6, 4, 3, 6, 3, 3, 3, 3, 6, 6, 3, 4, 3, 6, 4, 4, 3, 3], 'd': [4, 3, 4, 3, 4], 'r': [160]}",16.38,41.9
"{'wid': None, 'ks': [5, 3, 5, 3, 5, 5, 5, 3, 3, 3, 5, 5, 3, 3, 5, 7, 5, 3, 5, 5], 'e': [4, 6, 4, 4, 6, 6, 3, 6, 3, 3, 3, 3, 6, 4, 6, 3, 6, 4, 4, 3], 'd': [3, 4, 3, 3, 4], 'r': [224]}",16.64,53.05
"{'wid': None, 'ks': [7, 5, 7, 3, 3, 7, 5, 5, 7, 3, 7, 3, 3, 5, 7, 7, 7, 5, 3, 7], 'e': [3, 4, 6, 3, 4, 6, 3, 6, 3, 6, 4, 4, 4, 3, 6, 3, 3, 3, 6, 4], 'd': [3, 3, 2, 3, 4], 'r': [208]}",16.36,48.09
"{'wid': None, 'ks': [7, 5, 5, 5, 3, 3, 5, 7, 7, 7, 7, 3, 3, 3, 3, 5, 5, 5, 3, 5], 'e': [3, 3, 6, 4, 4, 3, 6, 4, 4, 6, 6, 3, 6, 4, 6, 3, 3, 4, 3, 4], 'd': [4, 4, 3, 2, 2], 'r': [208]}",17.8,51.21
"{'wid': None, 'ks': [3, 5, 7, 3, 3, 5, 7, 5, 7, 5, 3, 5, 3, 7, 7, 3, 7, 7, 3, 7], 'e': [4, 4, 6, 6, 3, 3, 4, 6, 4, 3, 6, 3, 3, 6, 3, 3, 4, 6, 6, 6], 'd': [4, 3, 4, 2, 4], 'r': [160]}",15.31,43.52
"{'wid': None, 'ks': [7, 5, 3, 7, 3, 3, 5, 5, 5, 3, 5, 5, 7, 7, 5, 3, 3, 5, 7, 7], 'e': [4, 6, 6, 6, 4, 6, 4, 3, 3, 4, 3, 3, 4, 6, 4, 4, 3, 4, 3, 3], 'd': [3, 2, 2, 3, 4], 'r': [192]}",12.99,41.1
"{'wid': None, 'ks': [7, 3, 5, 5, 3, 5, 7, 7, 5, 7, 3, 7, 7, 3, 3, 3, 5, 7, 7, 3], 'e': [4, 4, 4, 4, 4, 4, 3, 3, 3, 6, 6, 3, 4, 4, 6, 6, 3, 3, 4, 6], 'd': [4, 4, 3, 4, 2], 'r': [192]}",15.77,45.97
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 3, 7, 7, 3, 5, 3, 5, 7, 7, 5, 3, 5, 3, 3, 5], 'e': [6, 3, 6, 6, 6, 3, 4, 3, 6, 3, 4, 3, 4, 6, 4, 3, 4, 3, 6, 6], 'd': [2, 2, 3, 4, 2], 'r': [208]}",16.95,46.45
"{'wid': None, 'ks': [5, 3, 3, 7, 5, 5, 7, 5, 5, 5, 3, 5, 3, 5, 3, 5, 7, 5, 3, 3], 'e': [6, 6, 4, 4, 6, 4, 6, 6, 4, 6, 3, 4, 3, 4, 6, 4, 3, 4, 3, 4], 'd': [2, 4, 4, 4, 4], 'r': [160]}",16.82,40.73
"{'wid': None, 'ks': [5, 7, 7, 5, 3, 5, 5, 7, 7, 3, 7, 3, 3, 7, 7, 5, 7, 5, 5, 5], 'e': [3, 4, 3, 4, 4, 6, 6, 6, 4, 3, 3, 6, 3, 3, 4, 4, 6, 3, 6, 3], 'd': [2, 2, 2, 4, 4], 'r': [176]}",14.68,38.56
"{'wid': None, 'ks': [3, 5, 3, 5, 3, 7, 3, 3, 7, 7, 5, 3, 5, 3, 5, 5, 5, 3, 3, 7], 'e': [3, 6, 3, 3, 6, 4, 3, 4, 4, 6, 3, 6, 6, 4, 3, 6, 6, 6, 6, 6], 'd': [4, 2, 3, 3, 4], 'r': [176]}",14.22,41.96
"{'wid': None, 'ks': [7, 7, 7, 7, 7, 7, 3, 3, 5, 3, 5, 5, 3, 3, 5, 7, 3, 5, 7, 3], 'e': [4, 3, 6, 6, 3, 3, 4, 3, 3, 4, 4, 3, 3, 6, 6, 4, 6, 4, 4, 4], 'd': [2, 2, 2, 3, 2], 'r': [208]}",13.45,37.39
"{'wid': None, 'ks': [5, 3, 7, 3, 5, 7, 5, 7, 7, 5, 7, 3, 5, 3, 7, 5, 7, 5, 7, 3], 'e': [4, 4, 3, 6, 3, 6, 3, 6, 3, 4, 3, 4, 4, 6, 4, 4, 4, 3, 3, 4], 'd': [4, 4, 4, 2, 3], 'r': [192]}",14.66,42.16
"{'wid': None, 'ks': [3, 5, 7, 5, 5, 7, 5, 7, 3, 3, 5, 7, 7, 5, 3, 5, 5, 5, 7, 7], 'e': [3, 4, 6, 3, 4, 4, 3, 3, 6, 4, 4, 4, 3, 3, 3, 3, 4, 6, 4, 6], 'd': [4, 4, 2, 2, 2], 'r': [192]}",12.37,38.24
"{'wid': None, 'ks': [3, 5, 7, 5, 7, 5, 3, 3, 7, 3, 3, 7, 7, 3, 7, 7, 5, 7, 5, 5], 'e': [4, 6, 3, 4, 3, 4, 3, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 6, 6, 4], 'd': [3, 2, 3, 4, 2], 'r': [160]}",12.71,33.02
"{'wid': None, 'ks': [7, 3, 5, 5, 3, 5, 7, 3, 5, 7, 3, 3, 3, 3, 5, 7, 7, 3, 5, 3], 'e': [3, 3, 6, 4, 6, 6, 4, 6, 3, 3, 4, 4, 6, 3, 6, 4, 3, 4, 3, 6], 'd': [2, 4, 2, 3, 3], 'r': [192]}",14.5,42.91
"{'wid': None, 'ks': [3, 3, 3, 3, 5, 7, 3, 3, 5, 3, 5, 5, 5, 5, 5, 3, 3, 3, 7, 7], 'e': [3, 3, 3, 3, 3, 4, 3, 6, 6, 3, 6, 4, 4, 6, 6, 4, 6, 4, 6, 4], 'd': [4, 4, 4, 3, 4], 'r': [208]}",17.1,52.38
"{'wid': None, 'ks': [7, 3, 7, 5, 3, 5, 5, 3, 5, 5, 7, 3, 3, 7, 3, 3, 5, 3, 7, 3], 'e': [3, 3, 4, 6, 3, 6, 6, 4, 4, 3, 4, 4, 3, 4, 6, 3, 6, 6, 4, 3], 'd': [3, 2, 2, 3, 2], 'r': [176]}",13.32,37.32
"{'wid': None, 'ks': [7, 7, 7, 3, 3, 5, 7, 5, 3, 3, 3, 5, 5, 5, 7, 5, 7, 7, 3, 3], 'e': [6, 3, 3, 4, 4, 3, 4, 3, 6, 4, 3, 6, 6, 4, 6, 3, 6, 6, 4, 3], 'd': [2, 3, 3, 2, 3], 'r': [176]}",13.19,35.86
