arch_config,gpu latency,cpu latency
"{'wid': None, 'ks': [7, 3, 3, 3, 5, 3, 3, 7, 5, 5, 3, 5, 5, 3, 3, 7, 5, 3, 7, 7], 'e': [4, 3, 4, 3, 6, 4, 4, 3, 6, 3, 6, 6, 3, 3, 3, 6, 6, 3, 6, 3], 'd': [2, 3, 3, 4, 2], 'r': [192]}",15.3,77.92
"{'wid': None, 'ks': [7, 3, 3, 3, 5, 3, 3, 7, 5, 5, 3, 5, 5, 3, 3, 7, 5, 3, 7, 7], 'e': [4, 3, 4, 3, 6, 4, 4, 3, 6, 3, 6, 6, 3, 3, 3, 6, 6, 3, 6, 3], 'd': [2, 3, 3, 4, 2], 'r': [208]}",13.24,86.77
"{'wid': None, 'ks': [7, 3, 3, 3, 5, 3, 3, 7, 5, 5, 3, 5, 5, 3, 3, 7, 5, 3, 7, 7], 'e': [4, 3, 4, 3, 6, 4, 4, 3, 6, 3, 6, 6, 3, 3, 3, 6, 6, 3, 6, 3], 'd': [2, 3, 3, 4, 2], 'r': [224]}",16.63,101.77
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 3, 3, 7, 3, 7, 3, 5, 7, 3, 5, 3, 5, 5, 3, 7], 'e': [3, 3, 6, 6, 4, 3, 6, 3, 3, 6, 6, 6, 6, 6, 4, 3, 3, 4, 4, 6], 'd': [4, 2, 4, 4, 3], 'r': [160]}",18.2,86.14
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 3, 3, 7, 3, 7, 3, 5, 7, 3, 5, 3, 5, 5, 3, 7], 'e': [3, 3, 6, 6, 4, 3, 6, 3, 3, 6, 6, 6, 6, 6, 4, 3, 3, 4, 4, 6], 'd': [4, 2, 4, 4, 3], 'r': [176]}",17.14,90.6
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 3, 3, 7, 3, 7, 3, 5, 7, 3, 5, 3, 5, 5, 3, 7], 'e': [3, 3, 6, 6, 4, 3, 6, 3, 3, 6, 6, 6, 6, 6, 4, 3, 3, 4, 4, 6], 'd': [4, 2, 4, 4, 3], 'r': [192]}",16.57,97.92
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 3, 3, 7, 3, 7, 3, 5, 7, 3, 5, 3, 5, 5, 3, 7], 'e': [3, 3, 6, 6, 4, 3, 6, 3, 3, 6, 6, 6, 6, 6, 4, 3, 3, 4, 4, 6], 'd': [4, 2, 4, 4, 3], 'r': [208]}",18.93,116.86
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 3, 3, 7, 3, 7, 3, 5, 7, 3, 5, 3, 5, 5, 3, 7], 'e': [3, 3, 6, 6, 4, 3, 6, 3, 3, 6, 6, 6, 6, 6, 4, 3, 3, 4, 4, 6], 'd': [4, 2, 4, 4, 3], 'r': [224]}",17.56,118.92
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 3, 3, 5, 5, 5, 5, 7, 7, 7], 'e': [6, 4, 6, 4, 4, 4, 3, 4, 4, 3, 6, 6, 3, 4, 4, 3, 3, 6, 3, 6], 'd': [3, 3, 3, 4, 3], 'r': [160]}",15.2,69.42
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 3, 3, 5, 5, 5, 5, 7, 7, 7], 'e': [6, 4, 6, 4, 4, 4, 3, 4, 4, 3, 6, 6, 3, 4, 4, 3, 3, 6, 3, 6], 'd': [3, 3, 3, 4, 3], 'r': [176]}",14.24,85.27
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 3, 3, 5, 5, 5, 5, 7, 7, 7], 'e': [6, 4, 6, 4, 4, 4, 3, 4, 4, 3, 6, 6, 3, 4, 4, 3, 3, 6, 3, 6], 'd': [3, 3, 3, 4, 3], 'r': [192]}",18.78,100.48
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 3, 3, 5, 5, 5, 5, 7, 7, 7], 'e': [6, 4, 6, 4, 4, 4, 3, 4, 4, 3, 6, 6, 3, 4, 4, 3, 3, 6, 3, 6], 'd': [3, 3, 3, 4, 3], 'r': [208]}",15.78,111.77
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 3, 3, 5, 5, 5, 5, 7, 7, 7], 'e': [6, 4, 6, 4, 4, 4, 3, 4, 4, 3, 6, 6, 3, 4, 4, 3, 3, 6, 3, 6], 'd': [3, 3, 3, 4, 3], 'r': [224]}",15.21,119.42
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 5, 7, 3, 3, 7, 5, 3, 5, 5, 5, 7, 5, 3], 'e': [6, 6, 3, 6, 4, 4, 6, 6, 3, 4, 3, 6, 3, 3, 4, 3, 6, 4, 6, 4], 'd': [3, 3, 3, 4, 4], 'r': [160]}",17.67,87.43
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 5, 7, 3, 3, 7, 5, 3, 5, 5, 5, 7, 5, 3], 'e': [6, 6, 3, 6, 4, 4, 6, 6, 3, 4, 3, 6, 3, 3, 4, 3, 6, 4, 6, 4], 'd': [3, 3, 3, 4, 4], 'r': [176]}",15.86,91.04
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 5, 7, 3, 3, 7, 5, 3, 5, 5, 5, 7, 5, 3], 'e': [6, 6, 3, 6, 4, 4, 6, 6, 3, 4, 3, 6, 3, 3, 4, 3, 6, 4, 6, 4], 'd': [3, 3, 3, 4, 4], 'r': [192]}",16.73,100.75
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 5, 7, 3, 3, 7, 5, 3, 5, 5, 5, 7, 5, 3], 'e': [6, 6, 3, 6, 4, 4, 6, 6, 3, 4, 3, 6, 3, 3, 4, 3, 6, 4, 6, 4], 'd': [3, 3, 3, 4, 4], 'r': [208]}",16.08,119.75
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 5, 7, 3, 3, 7, 5, 3, 5, 5, 5, 7, 5, 3], 'e': [6, 6, 3, 6, 4, 4, 6, 6, 3, 4, 3, 6, 3, 3, 4, 3, 6, 4, 6, 4], 'd': [3, 3, 3, 4, 4], 'r': [224]}",17.31,124.67
"{'wid': None, 'ks': [7, 5, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 5, 3, 5, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 6, 6, 6, 4, 6, 6, 3, 6, 4, 3, 6, 3, 3, 6, 6, 3, 3], 'd': [2, 2, 4, 3, 2], 'r': [160]}",15.45,70.51
"{'wid': None, 'ks': [7, 5, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 5, 3, 5, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 6, 6, 6, 4, 6, 6, 3, 6, 4, 3, 6, 3, 3, 6, 6, 3, 3], 'd': [2, 2, 4, 3, 2], 'r': [176]}",11.64,69.91
"{'wid': None, 'ks': [7, 5, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 5, 3, 5, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 6, 6, 6, 4, 6, 6, 3, 6, 4, 3, 6, 3, 3, 6, 6, 3, 3], 'd': [2, 2, 4, 3, 2], 'r': [192]}",12.14,74.14
"{'wid': None, 'ks': [7, 5, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 5, 3, 5, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 6, 6, 6, 4, 6, 6, 3, 6, 4, 3, 6, 3, 3, 6, 6, 3, 3], 'd': [2, 2, 4, 3, 2], 'r': [208]}",14.09,83.37
"{'wid': None, 'ks': [7, 5, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 5, 3, 5, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 6, 6, 6, 4, 6, 6, 3, 6, 4, 3, 6, 3, 3, 6, 6, 3, 3], 'd': [2, 2, 4, 3, 2], 'r': [224]}",13.39,104.58
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 7, 7, 7, 5, 3, 3, 7, 3, 5, 3, 7, 5, 7, 5, 5], 'e': [3, 3, 6, 4, 6, 3, 6, 6, 3, 6, 6, 4, 4, 6, 4, 6, 3, 4, 3, 3], 'd': [2, 2, 2, 3, 4], 'r': [160]}",13.69,84.0
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 7, 7, 7, 5, 3, 3, 7, 3, 5, 3, 7, 5, 7, 5, 5], 'e': [3, 3, 6, 4, 6, 3, 6, 6, 3, 6, 6, 4, 4, 6, 4, 6, 3, 4, 3, 3], 'd': [2, 2, 2, 3, 4], 'r': [176]}",13.02,67.09
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 7, 7, 7, 5, 3, 3, 7, 3, 5, 3, 7, 5, 7, 5, 5], 'e': [3, 3, 6, 4, 6, 3, 6, 6, 3, 6, 6, 4, 4, 6, 4, 6, 3, 4, 3, 3], 'd': [2, 2, 2, 3, 4], 'r': [192]}",13.14,77.78
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 7, 7, 7, 5, 3, 3, 7, 3, 5, 3, 7, 5, 7, 5, 5], 'e': [3, 3, 6, 4, 6, 3, 6, 6, 3, 6, 6, 4, 4, 6, 4, 6, 3, 4, 3, 3], 'd': [2, 2, 2, 3, 4], 'r': [208]}",16.16,74.68
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 7, 7, 7, 5, 3, 3, 7, 3, 5, 3, 7, 5, 7, 5, 5], 'e': [3, 3, 6, 4, 6, 3, 6, 6, 3, 6, 6, 4, 4, 6, 4, 6, 3, 4, 3, 3], 'd': [2, 2, 2, 3, 4], 'r': [224]}",14.31,77.01
"{'wid': None, 'ks': [5, 3, 7, 5, 7, 7, 7, 5, 5, 5, 3, 3, 5, 7, 5, 5, 5, 5, 7, 5], 'e': [6, 4, 4, 6, 3, 3, 6, 4, 3, 3, 6, 3, 6, 6, 4, 6, 4, 3, 4, 3], 'd': [4, 2, 2, 3, 4], 'r': [160]}",15.71,77.88
"{'wid': None, 'ks': [5, 3, 7, 5, 7, 7, 7, 5, 5, 5, 3, 3, 5, 7, 5, 5, 5, 5, 7, 5], 'e': [6, 4, 4, 6, 3, 3, 6, 4, 3, 3, 6, 3, 6, 6, 4, 6, 4, 3, 4, 3], 'd': [4, 2, 2, 3, 4], 'r': [176]}",14.24,89.31
"{'wid': None, 'ks': [5, 3, 7, 5, 7, 7, 7, 5, 5, 5, 3, 3, 5, 7, 5, 5, 5, 5, 7, 5], 'e': [6, 4, 4, 6, 3, 3, 6, 4, 3, 3, 6, 3, 6, 6, 4, 6, 4, 3, 4, 3], 'd': [4, 2, 2, 3, 4], 'r': [192]}",16.29,104.81
"{'wid': None, 'ks': [5, 3, 7, 5, 7, 7, 7, 5, 5, 5, 3, 3, 5, 7, 5, 5, 5, 5, 7, 5], 'e': [6, 4, 4, 6, 3, 3, 6, 4, 3, 3, 6, 3, 6, 6, 4, 6, 4, 3, 4, 3], 'd': [4, 2, 2, 3, 4], 'r': [208]}",16.78,93.18
"{'wid': None, 'ks': [5, 3, 7, 5, 7, 7, 7, 5, 5, 5, 3, 3, 5, 7, 5, 5, 5, 5, 7, 5], 'e': [6, 4, 4, 6, 3, 3, 6, 4, 3, 3, 6, 3, 6, 6, 4, 6, 4, 3, 4, 3], 'd': [4, 2, 2, 3, 4], 'r': [224]}",13.37,94.03
"{'wid': None, 'ks': [3, 5, 3, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 3, 7, 3, 5, 5, 7], 'e': [6, 3, 6, 6, 4, 6, 4, 6, 6, 4, 6, 3, 4, 4, 3, 4, 4, 6, 4, 6], 'd': [4, 4, 2, 4, 4], 'r': [160]}",19.91,116.5
"{'wid': None, 'ks': [3, 5, 3, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 3, 7, 3, 5, 5, 7], 'e': [6, 3, 6, 6, 4, 6, 4, 6, 6, 4, 6, 3, 4, 4, 3, 4, 4, 6, 4, 6], 'd': [4, 4, 2, 4, 4], 'r': [176]}",15.73,107.31
"{'wid': None, 'ks': [3, 5, 3, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 3, 7, 3, 5, 5, 7], 'e': [6, 3, 6, 6, 4, 6, 4, 6, 6, 4, 6, 3, 4, 4, 3, 4, 4, 6, 4, 6], 'd': [4, 4, 2, 4, 4], 'r': [192]}",20.77,113.46
"{'wid': None, 'ks': [3, 5, 3, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 3, 7, 3, 5, 5, 7], 'e': [6, 3, 6, 6, 4, 6, 4, 6, 6, 4, 6, 3, 4, 4, 3, 4, 4, 6, 4, 6], 'd': [4, 4, 2, 4, 4], 'r': [208]}",19.36,141.06
"{'wid': None, 'ks': [3, 5, 3, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 3, 7, 3, 5, 5, 7], 'e': [6, 3, 6, 6, 4, 6, 4, 6, 6, 4, 6, 3, 4, 4, 3, 4, 4, 6, 4, 6], 'd': [4, 4, 2, 4, 4], 'r': [224]}",19.82,119.05
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 7, 5, 3, 7, 5, 5, 3, 3, 5, 7, 3, 3, 5, 5, 5], 'e': [6, 6, 6, 4, 6, 3, 4, 3, 3, 6, 6, 6, 4, 6, 6, 3, 3, 6, 4, 4], 'd': [4, 2, 2, 4, 4], 'r': [160]}",14.91,83.63
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 7, 5, 3, 7, 5, 5, 3, 3, 5, 7, 3, 3, 5, 5, 5], 'e': [6, 6, 6, 4, 6, 3, 4, 3, 3, 6, 6, 6, 4, 6, 6, 3, 3, 6, 4, 4], 'd': [4, 2, 2, 4, 4], 'r': [176]}",17.76,106.79
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 7, 5, 3, 7, 5, 5, 3, 3, 5, 7, 3, 3, 5, 5, 5], 'e': [6, 6, 6, 4, 6, 3, 4, 3, 3, 6, 6, 6, 4, 6, 6, 3, 3, 6, 4, 4], 'd': [4, 2, 2, 4, 4], 'r': [192]}",16.31,88.51
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 7, 5, 3, 7, 5, 5, 3, 3, 5, 7, 3, 3, 5, 5, 5], 'e': [6, 6, 6, 4, 6, 3, 4, 3, 3, 6, 6, 6, 4, 6, 6, 3, 3, 6, 4, 4], 'd': [4, 2, 2, 4, 4], 'r': [208]}",15.68,105.01
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 7, 5, 3, 7, 5, 5, 3, 3, 5, 7, 3, 3, 5, 5, 5], 'e': [6, 6, 6, 4, 6, 3, 4, 3, 3, 6, 6, 6, 4, 6, 6, 3, 3, 6, 4, 4], 'd': [4, 2, 2, 4, 4], 'r': [224]}",15.85,124.3
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 3, 5, 3, 5, 5, 7, 7, 5, 7, 5, 5, 7, 7, 3, 7], 'e': [6, 4, 6, 6, 6, 6, 3, 4, 3, 4, 3, 6, 3, 4, 6, 3, 6, 6, 6, 4], 'd': [3, 2, 4, 2, 4], 'r': [160]}",13.33,71.38
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 3, 5, 3, 5, 5, 7, 7, 5, 7, 5, 5, 7, 7, 3, 7], 'e': [6, 4, 6, 6, 6, 6, 3, 4, 3, 4, 3, 6, 3, 4, 6, 3, 6, 6, 6, 4], 'd': [3, 2, 4, 2, 4], 'r': [176]}",15.27,75.11
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 3, 5, 3, 5, 5, 7, 7, 5, 7, 5, 5, 7, 7, 3, 7], 'e': [6, 4, 6, 6, 6, 6, 3, 4, 3, 4, 3, 6, 3, 4, 6, 3, 6, 6, 6, 4], 'd': [3, 2, 4, 2, 4], 'r': [192]}",13.26,82.48
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 3, 5, 3, 5, 5, 7, 7, 5, 7, 5, 5, 7, 7, 3, 7], 'e': [6, 4, 6, 6, 6, 6, 3, 4, 3, 4, 3, 6, 3, 4, 6, 3, 6, 6, 6, 4], 'd': [3, 2, 4, 2, 4], 'r': [208]}",17.25,103.52
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 3, 5, 3, 5, 5, 7, 7, 5, 7, 5, 5, 7, 7, 3, 7], 'e': [6, 4, 6, 6, 6, 6, 3, 4, 3, 4, 3, 6, 3, 4, 6, 3, 6, 6, 6, 4], 'd': [3, 2, 4, 2, 4], 'r': [224]}",14.58,108.11
"{'wid': None, 'ks': [3, 3, 3, 5, 7, 5, 5, 3, 7, 7, 7, 5, 7, 7, 3, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 6, 6, 3, 4, 4, 6, 6, 3, 6, 6, 4, 3, 6, 3, 6, 3, 3], 'd': [2, 3, 4, 3, 2], 'r': [160]}",15.52,81.37
"{'wid': None, 'ks': [3, 3, 3, 5, 7, 5, 5, 3, 7, 7, 7, 5, 7, 7, 3, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 6, 6, 3, 4, 4, 6, 6, 3, 6, 6, 4, 3, 6, 3, 6, 3, 3], 'd': [2, 3, 4, 3, 2], 'r': [176]}",13.06,90.53
"{'wid': None, 'ks': [3, 3, 3, 5, 7, 5, 5, 3, 7, 7, 7, 5, 7, 7, 3, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 6, 6, 3, 4, 4, 6, 6, 3, 6, 6, 4, 3, 6, 3, 6, 3, 3], 'd': [2, 3, 4, 3, 2], 'r': [192]}",13.05,82.44
"{'wid': None, 'ks': [3, 3, 3, 5, 7, 5, 5, 3, 7, 7, 7, 5, 7, 7, 3, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 6, 6, 3, 4, 4, 6, 6, 3, 6, 6, 4, 3, 6, 3, 6, 3, 3], 'd': [2, 3, 4, 3, 2], 'r': [208]}",14.72,100.32
"{'wid': None, 'ks': [3, 3, 3, 5, 7, 5, 5, 3, 7, 7, 7, 5, 7, 7, 3, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 6, 6, 3, 4, 4, 6, 6, 3, 6, 6, 4, 3, 6, 3, 6, 3, 3], 'd': [2, 3, 4, 3, 2], 'r': [224]}",14.8,116.38
"{'wid': None, 'ks': [5, 5, 3, 3, 3, 3, 5, 7, 3, 3, 5, 3, 7, 7, 7, 3, 3, 3, 3, 5], 'e': [3, 4, 4, 4, 6, 3, 6, 3, 6, 4, 6, 6, 3, 6, 6, 6, 3, 3, 6, 3], 'd': [2, 4, 4, 4, 3], 'r': [160]}",15.87,93.74
"{'wid': None, 'ks': [5, 5, 3, 3, 3, 3, 5, 7, 3, 3, 5, 3, 7, 7, 7, 3, 3, 3, 3, 5], 'e': [3, 4, 4, 4, 6, 3, 6, 3, 6, 4, 6, 6, 3, 6, 6, 6, 3, 3, 6, 3], 'd': [2, 4, 4, 4, 3], 'r': [176]}",17.95,98.15
"{'wid': None, 'ks': [5, 5, 3, 3, 3, 3, 5, 7, 3, 3, 5, 3, 7, 7, 7, 3, 3, 3, 3, 5], 'e': [3, 4, 4, 4, 6, 3, 6, 3, 6, 4, 6, 6, 3, 6, 6, 6, 3, 3, 6, 3], 'd': [2, 4, 4, 4, 3], 'r': [192]}",16.38,89.98
"{'wid': None, 'ks': [5, 5, 3, 3, 3, 3, 5, 7, 3, 3, 5, 3, 7, 7, 7, 3, 3, 3, 3, 5], 'e': [3, 4, 4, 4, 6, 3, 6, 3, 6, 4, 6, 6, 3, 6, 6, 6, 3, 3, 6, 3], 'd': [2, 4, 4, 4, 3], 'r': [208]}",21.67,120.68
"{'wid': None, 'ks': [5, 5, 3, 3, 3, 3, 5, 7, 3, 3, 5, 3, 7, 7, 7, 3, 3, 3, 3, 5], 'e': [3, 4, 4, 4, 6, 3, 6, 3, 6, 4, 6, 6, 3, 6, 6, 6, 3, 3, 6, 3], 'd': [2, 4, 4, 4, 3], 'r': [224]}",16.98,128.64
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 5, 3, 7, 7, 5, 5, 3, 7, 5, 7, 5, 5, 3, 7, 7], 'e': [6, 3, 3, 3, 4, 3, 3, 6, 4, 3, 3, 6, 6, 3, 3, 6, 6, 4, 3, 6], 'd': [2, 2, 2, 4, 3], 'r': [160]}",14.02,63.12
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 5, 3, 7, 7, 5, 5, 3, 7, 5, 7, 5, 5, 3, 7, 7], 'e': [6, 3, 3, 3, 4, 3, 3, 6, 4, 3, 3, 6, 6, 3, 3, 6, 6, 4, 3, 6], 'd': [2, 2, 2, 4, 3], 'r': [176]}",14.09,70.93
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 5, 3, 7, 7, 5, 5, 3, 7, 5, 7, 5, 5, 3, 7, 7], 'e': [6, 3, 3, 3, 4, 3, 3, 6, 4, 3, 3, 6, 6, 3, 3, 6, 6, 4, 3, 6], 'd': [2, 2, 2, 4, 3], 'r': [192]}",12.15,72.04
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 5, 3, 7, 7, 5, 5, 3, 7, 5, 7, 5, 5, 3, 7, 7], 'e': [6, 3, 3, 3, 4, 3, 3, 6, 4, 3, 3, 6, 6, 3, 3, 6, 6, 4, 3, 6], 'd': [2, 2, 2, 4, 3], 'r': [208]}",13.79,93.35
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 5, 3, 7, 7, 5, 5, 3, 7, 5, 7, 5, 5, 3, 7, 7], 'e': [6, 3, 3, 3, 4, 3, 3, 6, 4, 3, 3, 6, 6, 3, 3, 6, 6, 4, 3, 6], 'd': [2, 2, 2, 4, 3], 'r': [224]}",13.38,90.77
"{'wid': None, 'ks': [7, 3, 5, 3, 5, 3, 5, 5, 3, 5, 7, 7, 5, 3, 3, 3, 7, 7, 3, 5], 'e': [6, 4, 3, 4, 3, 3, 4, 6, 3, 3, 6, 4, 6, 3, 4, 4, 3, 6, 6, 3], 'd': [2, 3, 2, 4, 4], 'r': [160]}",14.29,78.67
"{'wid': None, 'ks': [7, 3, 5, 3, 5, 3, 5, 5, 3, 5, 7, 7, 5, 3, 3, 3, 7, 7, 3, 5], 'e': [6, 4, 3, 4, 3, 3, 4, 6, 3, 3, 6, 4, 6, 3, 4, 4, 3, 6, 6, 3], 'd': [2, 3, 2, 4, 4], 'r': [176]}",15.06,103.64
"{'wid': None, 'ks': [7, 3, 5, 3, 5, 3, 5, 5, 3, 5, 7, 7, 5, 3, 3, 3, 7, 7, 3, 5], 'e': [6, 4, 3, 4, 3, 3, 4, 6, 3, 3, 6, 4, 6, 3, 4, 4, 3, 6, 6, 3], 'd': [2, 3, 2, 4, 4], 'r': [192]}",14.95,82.84
"{'wid': None, 'ks': [7, 3, 5, 3, 5, 3, 5, 5, 3, 5, 7, 7, 5, 3, 3, 3, 7, 7, 3, 5], 'e': [6, 4, 3, 4, 3, 3, 4, 6, 3, 3, 6, 4, 6, 3, 4, 4, 3, 6, 6, 3], 'd': [2, 3, 2, 4, 4], 'r': [208]}",13.95,85.04
"{'wid': None, 'ks': [7, 3, 5, 3, 5, 3, 5, 5, 3, 5, 7, 7, 5, 3, 3, 3, 7, 7, 3, 5], 'e': [6, 4, 3, 4, 3, 3, 4, 6, 3, 3, 6, 4, 6, 3, 4, 4, 3, 6, 6, 3], 'd': [2, 3, 2, 4, 4], 'r': [224]}",17.41,99.18
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 7, 3, 3, 5, 5, 5, 3, 3, 5], 'e': [6, 3, 6, 6, 6, 6, 4, 4, 6, 6, 6, 3, 4, 6, 3, 4, 6, 3, 4, 3], 'd': [3, 2, 4, 2, 4], 'r': [160]}",17.02,77.01
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 7, 3, 3, 5, 5, 5, 3, 3, 5], 'e': [6, 3, 6, 6, 6, 6, 4, 4, 6, 6, 6, 3, 4, 6, 3, 4, 6, 3, 4, 3], 'd': [3, 2, 4, 2, 4], 'r': [176]}",15.24,97.0
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 7, 3, 3, 5, 5, 5, 3, 3, 5], 'e': [6, 3, 6, 6, 6, 6, 4, 4, 6, 6, 6, 3, 4, 6, 3, 4, 6, 3, 4, 3], 'd': [3, 2, 4, 2, 4], 'r': [192]}",13.68,88.96
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 7, 3, 3, 5, 5, 5, 3, 3, 5], 'e': [6, 3, 6, 6, 6, 6, 4, 4, 6, 6, 6, 3, 4, 6, 3, 4, 6, 3, 4, 3], 'd': [3, 2, 4, 2, 4], 'r': [208]}",13.3,87.88
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 5, 3, 3, 7, 7, 5, 7, 3, 3, 5, 5, 5, 3, 3, 5], 'e': [6, 3, 6, 6, 6, 6, 4, 4, 6, 6, 6, 3, 4, 6, 3, 4, 6, 3, 4, 3], 'd': [3, 2, 4, 2, 4], 'r': [224]}",16.86,105.36
"{'wid': None, 'ks': [3, 3, 5, 3, 5, 5, 7, 3, 5, 7, 3, 7, 3, 3, 3, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 3, 3, 6, 6, 3, 4, 6, 3, 6, 4, 6, 3, 3, 3, 3, 3, 6], 'd': [3, 2, 2, 2, 3], 'r': [160]}",10.88,56.94
"{'wid': None, 'ks': [3, 3, 5, 3, 5, 5, 7, 3, 5, 7, 3, 7, 3, 3, 3, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 3, 3, 6, 6, 3, 4, 6, 3, 6, 4, 6, 3, 3, 3, 3, 3, 6], 'd': [3, 2, 2, 2, 3], 'r': [176]}",10.54,59.33
"{'wid': None, 'ks': [3, 3, 5, 3, 5, 5, 7, 3, 5, 7, 3, 7, 3, 3, 3, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 3, 3, 6, 6, 3, 4, 6, 3, 6, 4, 6, 3, 3, 3, 3, 3, 6], 'd': [3, 2, 2, 2, 3], 'r': [192]}",11.32,63.33
"{'wid': None, 'ks': [3, 3, 5, 3, 5, 5, 7, 3, 5, 7, 3, 7, 3, 3, 3, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 3, 3, 6, 6, 3, 4, 6, 3, 6, 4, 6, 3, 3, 3, 3, 3, 6], 'd': [3, 2, 2, 2, 3], 'r': [208]}",11.42,65.97
"{'wid': None, 'ks': [3, 3, 5, 3, 5, 5, 7, 3, 5, 7, 3, 7, 3, 3, 3, 5, 3, 7, 3, 3], 'e': [6, 3, 3, 3, 3, 6, 6, 3, 4, 6, 3, 6, 4, 6, 3, 3, 3, 3, 3, 6], 'd': [3, 2, 2, 2, 3], 'r': [224]}",11.97,70.86
"{'wid': None, 'ks': [3, 7, 5, 5, 7, 3, 7, 5, 5, 7, 3, 5, 7, 3, 5, 5, 7, 5, 7, 7], 'e': [6, 6, 6, 6, 4, 3, 6, 3, 4, 3, 6, 4, 3, 3, 4, 4, 4, 4, 4, 3], 'd': [3, 3, 3, 2, 3], 'r': [160]}",12.33,55.24
"{'wid': None, 'ks': [3, 7, 5, 5, 7, 3, 7, 5, 5, 7, 3, 5, 7, 3, 5, 5, 7, 5, 7, 7], 'e': [6, 6, 6, 6, 4, 3, 6, 3, 4, 3, 6, 4, 3, 3, 4, 4, 4, 4, 4, 3], 'd': [3, 3, 3, 2, 3], 'r': [176]}",12.29,80.73
